eu4_province;name;hoi4_state_id;hoi4_state_name;state_purity;hoi4_strategic_region_id;hoi4_strategic_region_name
2073;Far West Lokout 3;1091;Far West Lokout 3;1.000000;339;Puffiland11
2074;Darwinsball;1442;Darwinsball;1.000000;36;Katzen Hills
2075;Near South Lokout;1342;Near South Lokout;1.000000;337;Puffiland9
2076;Near South Lokout;1342;Near South Lokout;1.000000;337;Puffiland9
2077;Far East Lokout 3;1084;Far East Lokout 3;1.000000;331;Puffiland3
2078;Varinka;614;Varinka;1.000000;140;Krokatzia
2079;Varinka;614;Varinka;1.000000;140;Krokatzia
2080;Varinka;614;Varinka;1.000000;140;Krokatzia
2081;Varinka;614;Varinka;1.000000;140;Krokatzia
2082;Temenice;917;Temenice;1.000000;209;Belkansavet
2083;Katzil;119;Katzil;1.000000;36;Katzen Hills
2084;Katzil;119;Katzil;0.501006;36;Katzen Hills
2085;Northeastern Grand Hills;525;Northeastern Grand Hills;0.860119;36;Katzen Hills
2086;South Kronkia 2;1501;South Kronkia 2;1.000000;120;Bryumen
2087;South Kronkia 2;1501;South Kronkia 2;1.000000;120;Bryumen
2088;Far West Fodaria 2;1486;Far West Fodaria 2;1.000000;307;Yinjatzbereich
2089;East Northern Ezicania;1264;East Northern Ezicania;1.000000;347;Midflusionea6
2090;Channecy;556;Channecy;1.000000;44;Catpine Range
2091;Nord-Amphisk;120;Nord-Amphisk;1.000000;200;Amfibien
2092;Nord-Amphisk;120;Nord-Amphisk;1.000000;200;Amfibien
2093;Nord-Amphisk;120;Nord-Amphisk;1.000000;200;Amfibien
2094;West Northern Ezicania;107;West Northern Ezicania;1.000000;346;Midflusionea5
2095;Blasteropolis;490;Blasteropolis;1.000000;21;Pawscow
2096;Blasteropolis;490;Blasteropolis;1.000000;21;Pawscow
2097;Blasteropolis;490;Blasteropolis;1.000000;21;Pawscow
2098;Blasteropolis;490;Blasteropolis;1.000000;21;Pawscow
2099;Blasteropolis;490;Blasteropolis;1.000000;21;Pawscow
2100;Lunre;615;Lunre;1.000000;140;Krokatzia
2101;Kronkienstadt;1541;Kronkienstadt;1.000000;200;Amfibien
2102;Kronkienstadt;1541;Kronkienstadt;1.000000;200;Amfibien
2103;Kronkienstadt;1541;Kronkienstadt;0.989201;200;Amfibien
2104;West Northern Ezicania;107;West Northern Ezicania;1.000000;346;Midflusionea5
2105;North Western Ejac;114;North Western Ejac;1.000000;340;Puffiland12
2106;Far East Lokout 6;1082;Far East Lokout 6;1.000000;331;Puffiland3
2107;Far East Lokout 6;1082;Far East Lokout 6;1.000000;331;Puffiland3
2108;Far East Lokout 6;1082;Far East Lokout 6;1.000000;331;Puffiland3
2109;Rat;1417;Rat;1.000000;36;Katzen Hills
2110;Rat;1417;Rat;1.000000;36;Katzen Hills
2111;Rat;1417;Rat;1.000000;36;Katzen Hills
2112;Rossevanejt;923;Rossevanejt;1.000000;207;Western Sueno Del Sol
2113;Luchsi;559;Luchsi;1.000000;38;Meownich
2114;Meowcerne;554;Meowcerne;1.000000;45;Struken
2115;Sudstruken;555;Sudstruken;1.000000;45;Struken
2116;Sudstruken;555;Sudstruken;1.000000;45;Struken
2117;Sudstruken;555;Sudstruken;1.000000;45;Struken
2118;Shromar;618;Shromar;1.000000;120;Bryumen
2119;Shromar;618;Shromar;1.000000;120;Bryumen
2120;Shromar;618;Shromar;1.000000;120;Bryumen
2121;Kronknoyarskien;1044;Kronknoyarskien;1.000000;200;Amfibien
2122;Near South Lokout;1342;Near South Lokout;1.000000;337;Puffiland9
2123;Magnitokronsk;128;Magnitokronsk;1.000000;303;Amphisk
2124;Magnitokronsk;128;Magnitokronsk;1.000000;303;Amphisk
2125;Magnitokronsk;128;Magnitokronsk;1.000000;303;Amphisk
2126;Magnitokronsk;128;Magnitokronsk;1.000000;303;Amphisk
2127;Far East Praw 13;1497;Far East Praw 13;1.000000;140;Krokatzia
2128;Far East Lokout 3;1084;Far East Lokout 3;1.000000;331;Puffiland3
2129;Far East Lokout 6;1082;Far East Lokout 6;1.000000;331;Puffiland3
2130;Waimern;123;Waimern;1.000000;120;Bryumen
2131;North Kronkia 4;1488;North Kronkia 4;1.000000;200;Amfibien
2132;South Lokout;125;South Lokout;1.000000;337;Puffiland9
2133;Basquerud;926;Basquerud;1.000000;208;Eastern Sueno Del Sol
2134;Basquerud;926;Basquerud;1.000000;208;Eastern Sueno Del Sol
2135;Basquerud;926;Basquerud;1.000000;208;Eastern Sueno Del Sol
2136;Far West Lokout 5;1240;Far West Lokout 5;1.000000;340;Puffiland12
2137;Far West Lokout 5;1240;Far West Lokout 5;1.000000;340;Puffiland12
2138;White Peaks Valley;528;White Peaks Valley;1.000000;36;Katzen Hills
2139;White Peaks Valley;528;White Peaks Valley;1.000000;36;Katzen Hills
2140;White Peaks Valley;528;White Peaks Valley;0.581498;36;Katzen Hills
2141;Solar Valley;117;Solar Valley;1.000000;140;Krokatzia
2142;Solar Valley;117;Solar Valley;1.000000;140;Krokatzia
2143;East Fodaria 6;1550;East Fodaria 6;0.781955;309;Greater Bundengrad
2144;East Fodaria 6;1550;East Fodaria 6;1.000000;309;Greater Bundengrad
2145;East Fodaria 6;1550;East Fodaria 6;1.000000;309;Greater Bundengrad
2146;Near North Northern Ezicania;1220;Near North Northern Ezicania;1.000000;348;Midflusionea7
2147;Near North Northern Ezicania;1220;Near North Northern Ezicania;1.000000;348;Midflusionea7
2148;Near North Northern Ezicania;1220;Near North Northern Ezicania;1.000000;348;Midflusionea7
2149;East Northern Ezicania;1264;East Northern Ezicania;1.000000;347;Midflusionea6
2150;East Northern Ezicania;1264;East Northern Ezicania;1.000000;347;Midflusionea6
2151;East Northern Ezicania;1264;East Northern Ezicania;0.975510;347;Midflusionea6
2152;East Northern Ezicania;1264;East Northern Ezicania;1.000000;347;Midflusionea6
2153;Katnemasse;549;Katnemasse;1.000000;42;Gruyettburg
2154;Katnemasse;549;Katnemasse;1.000000;42;Gruyettburg
2155;Solar Valley;117;Solar Valley;1.000000;140;Krokatzia
2156;Solar Valley;117;Solar Valley;1.000000;140;Krokatzia
2157;Philroen;124;Philroen;1.000000;120;Bryumen
2158;Far West Lokout 5;1240;Far West Lokout 5;1.000000;340;Puffiland12
2159;Far West Lokout 5;1240;Far West Lokout 5;1.000000;340;Puffiland12
2160;Far West Lokout 5;1240;Far West Lokout 5;1.000000;340;Puffiland12
2161;Far West Lokout 5;1240;Far West Lokout 5;1.000000;340;Puffiland12
2162;Far West Lokout 5;1240;Far West Lokout 5;1.000000;340;Puffiland12
2163;Far West Lokout 3;1091;Far West Lokout 3;1.000000;339;Puffiland11
2164;Far West Lokout 3;1091;Far West Lokout 3;1.000000;339;Puffiland11
2165;Hopplandesk;924;Hopplandesk;1.000000;207;Western Sueno Del Sol
2166;Hopplandesk;924;Hopplandesk;1.000000;207;Western Sueno Del Sol
2167;South Fodaria 5;1549;South Fodaria 5;1.000000;309;Greater Bundengrad
2168;South Fodaria 5;1549;South Fodaria 5;1.000000;309;Greater Bundengrad
2169;South Fodaria 5;1549;South Fodaria 5;1.000000;309;Greater Bundengrad
2170;Roghalande;925;Roghalande;0.819596;207;Western Sueno Del Sol
2171;Roghalande;925;Roghalande;1.000000;207;Western Sueno Del Sol
2172;Roghalande;925;Roghalande;1.000000;207;Western Sueno Del Sol
2173;Roghalande;925;Roghalande;1.000000;207;Western Sueno Del Sol
2174;Far East Lokout 6;1082;Far East Lokout 6;1.000000;331;Puffiland3
2175;Far East Lokout 6;1082;Far East Lokout 6;1.000000;331;Puffiland3
2176;Far East Lokout 6;1082;Far East Lokout 6;1.000000;331;Puffiland3
2177;Far East Lokout 6;1082;Far East Lokout 6;1.000000;331;Puffiland3
2178;Hopplandesk;924;Hopplandesk;1.000000;207;Western Sueno Del Sol
2179;Belkansavet;918;Belkansavet;1.000000;209;Belkansavet
2180;Belkansavet;918;Belkansavet;1.000000;209;Belkansavet
2181;Lionlakstadt;548;Lionlakstadt;1.000000;42;Gruyettburg
2182;Lionlakstadt;548;Lionlakstadt;1.000000;42;Gruyettburg
2183;Lionlakstadt;548;Lionlakstadt;1.000000;42;Gruyettburg
2184;Lionlakstadt;548;Lionlakstadt;1.000000;42;Gruyettburg
2185;South Fodaria 5;1549;South Fodaria 5;1.000000;309;Greater Bundengrad
2186;Near South Lokout;1342;Near South Lokout;1.000000;337;Puffiland9
2187;Zentralpraw;1420;Zentralpraw;1.000000;37;Solagnaw
2188;Zentralpraw;1420;Zentralpraw;1.000000;37;Solagnaw
2189;Zentralpraw;1420;Zentralpraw;0.985866;37;Solagnaw
2190;South Fodaria 5;1549;South Fodaria 5;1.000000;309;Greater Bundengrad
2191;Near South Lokout;1342;Near South Lokout;1.000000;337;Puffiland9
2192;Far North Northern Heart Mountains;1268;Far North Northern Heart Mountains;1.000000;360;Midflusionea19
2193;Far North Northern Heart Mountains;1268;Far North Northern Heart Mountains;1.000000;360;Midflusionea19
2194;Far North Northern Heart Mountains;1268;Far North Northern Heart Mountains;1.000000;360;Midflusionea19
2195;Far North Northern Heart Mountains;1268;Far North Northern Heart Mountains;1.000000;360;Midflusionea19
2196;Far North Northern Heart Mountains;1268;Far North Northern Heart Mountains;1.000000;360;Midflusionea19
2197;Süd-Auralien;115;Süd-Auralien;1.000000;30;Itchiloo
2198;Near South Lokout;1342;Near South Lokout;1.000000;337;Puffiland9
2199;Near South Lokout;1342;Near South Lokout;1.000000;337;Puffiland9
2200;Meterhills;133;Meterhills;1.000000;37;Solagnaw
2201;Meterhills;133;Meterhills;1.000000;37;Solagnaw
2202;East Northern Ezicania;1264;East Northern Ezicania;0.997636;347;Midflusionea6
2203;East Northern Ezicania;1264;East Northern Ezicania;1.000000;347;Midflusionea6
2204;Meowzan;1539;Meowzan;1.000000;308;Aleksis
2205;Temenice;917;Temenice;1.000000;209;Belkansavet
2206;Temenice;917;Temenice;1.000000;209;Belkansavet
2207;Philroen;124;Philroen;1.000000;120;Bryumen
2208;Felstigerfels;138;Felstigerfels;1.000000;30;Itchiloo
2209;Yasnodrien;1540;Yasnodrien;1.000000;308;Aleksis
2210;Yasnodrien;1540;Yasnodrien;1.000000;308;Aleksis
2211;Yasnodrien;1540;Yasnodrien;1.000000;308;Aleksis
2212;Yasnodrien;1540;Yasnodrien;1.000000;308;Aleksis
2213;Far North Northern Heart Mountains 3;1235;Far North Northern Heart Mountains 3;1.000000;360;Midflusionea19
2214;Chawrnihiv;1480;Chawrnihiv;1.000000;308;Aleksis
2215;Chawrnihiv;1480;Chawrnihiv;1.000000;308;Aleksis
2216;Chawrnihiv;1480;Chawrnihiv;0.847036;308;Aleksis
2217;Chawrnihiv;1480;Chawrnihiv;1.000000;308;Aleksis
2218;Bojnika Coast;126;Bojnika Coast;1.000000;210;Bojnika
2219;Bojnika Coast;126;Bojnika Coast;1.000000;210;Bojnika
2220;Bojnika Coast;126;Bojnika Coast;1.000000;210;Bojnika
2221;Bojnika Coast;126;Bojnika Coast;1.000000;210;Bojnika
2222;Hopplandesk;924;Hopplandesk;1.000000;207;Western Sueno Del Sol
2223;Hopplandesk;924;Hopplandesk;1.000000;207;Western Sueno Del Sol
2224;Katnemasse;549;Katnemasse;1.000000;42;Gruyettburg
2225;Katnemasse;549;Katnemasse;1.000000;42;Gruyettburg
2226;Katnemasse;549;Katnemasse;1.000000;42;Gruyettburg
2227;Katnemasse;549;Katnemasse;1.000000;42;Gruyettburg
2228;Luchsi;559;Luchsi;1.000000;38;Meownich
2229;North Kronkia 1;1500;North Kronkia 1;1.000000;120;Bryumen
2230;North Kronkia 1;1500;North Kronkia 1;1.000000;120;Bryumen
2231;Meowzan;1539;Meowzan;1.000000;308;Aleksis
2232;Meowzan;1539;Meowzan;1.000000;308;Aleksis
2233;Far North Northern Heart Mountains 3;1235;Far North Northern Heart Mountains 3;1.000000;360;Midflusionea19
2234;Far North Northern Heart Mountains 3;1235;Far North Northern Heart Mountains 3;1.000000;360;Midflusionea19
2235;Far North Northern Heart Mountains 3;1235;Far North Northern Heart Mountains 3;1.000000;360;Midflusionea19
2236;Felstigerfels;138;Felstigerfels;1.000000;30;Itchiloo
2237;Felstigerfels;138;Felstigerfels;1.000000;30;Itchiloo
2238;Teragaron;617;Teragaron;1.000000;120;Bryumen
2239;Teragaron;617;Teragaron;1.000000;120;Bryumen
2240;Teragaron;617;Teragaron;1.000000;120;Bryumen
2241;Teragaron;617;Teragaron;1.000000;120;Bryumen
2242;Teragaron;617;Teragaron;1.000000;120;Bryumen
2243;Mimifell;1405;Mimifell;1.000000;30;Itchiloo
2244;Lionlakstadt;548;Lionlakstadt;1.000000;42;Gruyettburg
2245;Shroom Valley;619;Shroom Valley;1.000000;120;Bryumen
2246;Southern Ezicania;127;Southern Ezicania;1.000000;237;Tiefland
2247;Southern Ezicania;127;Southern Ezicania;1.000000;237;Tiefland
2248;Praw;1418;Praw;1.000000;36;Katzen Hills
2249;Philroen;124;Philroen;1.000000;120;Bryumen
2250;South Fodaria 5;1549;South Fodaria 5;1.000000;309;Greater Bundengrad
2251;East Fodaria 6;1550;East Fodaria 6;0.791128;309;Greater Bundengrad
2252;East Fodaria 6;1550;East Fodaria 6;1.000000;309;Greater Bundengrad
2253;Belkansavet;918;Belkansavet;1.000000;209;Belkansavet
2254;Near East Southern Ezicania;139;Near East Southern Ezicania;1.000000;237;Tiefland
2255;Near East Southern Ezicania;139;Near East Southern Ezicania;1.000000;237;Tiefland
2256;Northern Ezicania;92;Northern Ezicania;0.986745;347;Midflusionea6
2257;Near East Lokout;1333;Near East Lokout;1.000000;334;Puffiland6
2258;Near East Lokout;1333;Near East Lokout;1.000000;334;Puffiland6
2259;Far East Lokout 3;1084;Far East Lokout 3;1.000000;331;Puffiland3
2260;Elteriak;1406;Elteriak;1.000000;30;Itchiloo
2261;Zentralpraw;1420;Zentralpraw;1.000000;37;Solagnaw
2262;Near East Southern Ezicania;139;Near East Southern Ezicania;1.000000;237;Tiefland
2263;Near East Southern Ezicania;139;Near East Southern Ezicania;1.000000;237;Tiefland
2264;Near East Southern Ezicania;139;Near East Southern Ezicania;1.000000;237;Tiefland
2265;Near East Southern Ezicania;139;Near East Southern Ezicania;1.000000;237;Tiefland
2266;Felstigerfels;138;Felstigerfels;1.000000;30;Itchiloo
2267;Felstigerfels;138;Felstigerfels;1.000000;30;Itchiloo
2268;Salamandria;1479;Salamandria;1.000000;303;Amphisk
2269;Salamandria;1479;Salamandria;1.000000;303;Amphisk
2270;Salamandria;1479;Salamandria;1.000000;303;Amphisk
2271;Far West Lokout 3;1091;Far West Lokout 3;1.000000;339;Puffiland11
2272;Felstigerfels;138;Felstigerfels;1.000000;30;Itchiloo
2273;Felstigerfels;138;Felstigerfels;1.000000;30;Itchiloo
2274;Felstigerfels;138;Felstigerfels;1.000000;30;Itchiloo
2275;Shroom Valley;619;Shroom Valley;1.000000;120;Bryumen
2276;Shroom Valley;619;Shroom Valley;1.000000;120;Bryumen
2277;Near North Northern Ezicania;1220;Near North Northern Ezicania;1.000000;348;Midflusionea7
2278;Near North Northern Ezicania;1220;Near North Northern Ezicania;1.000000;348;Midflusionea7
2279;Near North Northern Ezicania;1220;Near North Northern Ezicania;1.000000;348;Midflusionea7
2280;Praw;1418;Praw;1.000000;36;Katzen Hills
2281;Praw;1418;Praw;1.000000;36;Katzen Hills
2282;Praw;1418;Praw;1.000000;36;Katzen Hills
2283;West Meterhills;526;West Meterhills;1.000000;36;Katzen Hills
2284;West Meterhills;526;West Meterhills;1.000000;36;Katzen Hills
2285;West Meterhills;526;West Meterhills;1.000000;36;Katzen Hills
2286;Catka;135;Catka;0.918182;43;Lionita
2287;Catka;135;Catka;1.000000;43;Lionita
2288;Catka;135;Catka;1.000000;43;Lionita
2289;Lorisgrad;1043;Lorisgrad;1.000000;303;Amphisk
2290;Lorisgrad;1043;Lorisgrad;1.000000;303;Amphisk
2291;Lorisgrad;1043;Lorisgrad;1.000000;303;Amphisk
2292;West Lokout;1092;West Lokout;1.000000;339;Puffiland11
2293;West Lokout;1092;West Lokout;1.000000;339;Puffiland11
2294;West Lokout;1092;West Lokout;1.000000;339;Puffiland11
2295;West Lokout;1092;West Lokout;1.000000;339;Puffiland11
2296;West Lokout;1092;West Lokout;1.000000;339;Puffiland11
2297;Far East Lokout 6;1082;Far East Lokout 6;1.000000;331;Puffiland3
2298;West Meterhills;526;West Meterhills;1.000000;36;Katzen Hills
2299;Grüyettburg;131;Grüyettburg;1.000000;42;Gruyettburg
2300;Grüyettburg;131;Grüyettburg;1.000000;42;Gruyettburg
2301;Near North Northern Ezicania;1220;Near North Northern Ezicania;1.000000;348;Midflusionea7
2302;Near North Northern Ezicania;1220;Near North Northern Ezicania;1.000000;348;Midflusionea7
2303;Near North Northern Ezicania;1220;Near North Northern Ezicania;1.000000;348;Midflusionea7
2304;Catka;135;Catka;1.000000;43;Lionita
2305;Shroom Valley;619;Shroom Valley;0.984940;120;Bryumen
2306;Meowzan;1539;Meowzan;1.000000;308;Aleksis
2307;Ezicania Pass;141;Ezicania Pass;1.000000;237;Tiefland
2308;Ezicania Pass;141;Ezicania Pass;1.000000;237;Tiefland
2309;Northeastern Grand Hills;525;Northeastern Grand Hills;1.000000;36;Katzen Hills
2310;Northeastern Grand Hills;525;Northeastern Grand Hills;1.000000;36;Katzen Hills
2311;Northeastern Grand Hills;525;Northeastern Grand Hills;1.000000;36;Katzen Hills
2312;Far North Northern Heart Mountains;1268;Far North Northern Heart Mountains;0.994141;360;Midflusionea19
2313;Lionsbach;132;Lionsbach;1.000000;42;Gruyettburg
2314;Philroen;124;Philroen;1.000000;120;Bryumen
2315;Hopplandesk;924;Hopplandesk;1.000000;207;Western Sueno Del Sol
2316;Crimmatz;1468;Crimmatz;1.000000;36;Katzen Hills
2317;North Kronkia 1;1500;North Kronkia 1;1.000000;120;Bryumen
2318;North Kronkia 1;1500;North Kronkia 1;1.000000;120;Bryumen
2319;Lokout;137;Lokout;1.000000;336;Puffiland8
2320;Lokout;137;Lokout;1.000000;336;Puffiland8
2321;Lokout;137;Lokout;1.000000;336;Puffiland8
2322;Lokout;137;Lokout;1.000000;336;Puffiland8
2323;Lokout;137;Lokout;1.000000;336;Puffiland8
2324;Lokout;137;Lokout;1.000000;336;Puffiland8
2325;Near East Lokout;1333;Near East Lokout;1.000000;334;Puffiland6
2326;Near East Lokout;1333;Near East Lokout;1.000000;334;Puffiland6
2327;Aluminitas;611;Aluminitas;1.000000;303;Amphisk
2328;Lokout;137;Lokout;1.000000;336;Puffiland8
2329;Lokout;137;Lokout;1.000000;336;Puffiland8
2330;Temenice;917;Temenice;1.000000;209;Belkansavet
2331;Western Grand Hills;136;Western Grand Hills;1.000000;36;Katzen Hills
2332;Western Grand Hills;136;Western Grand Hills;1.000000;36;Katzen Hills
2333;Western Grand Hills;136;Western Grand Hills;1.000000;36;Katzen Hills
2334;Kattnecy;550;Kattnecy;1.000000;43;Lionita
2335;Far West Lokout 5;1240;Far West Lokout 5;1.000000;340;Puffiland12
2336;Far West Lokout 5;1240;Far West Lokout 5;1.000000;340;Puffiland12
2337;Far East Lokout 5;1344;Far East Lokout 5;1.000000;331;Puffiland3
2338;Far East Lokout 5;1344;Far East Lokout 5;1.000000;331;Puffiland3
2339;Far East Lokout 5;1344;Far East Lokout 5;1.000000;331;Puffiland3
2340;Far East Lokout 5;1344;Far East Lokout 5;1.000000;331;Puffiland3
2341;Hoffstadt;915;Hoffstadt;1.000000;209;Belkansavet
2342;Hoffstadt;915;Hoffstadt;1.000000;209;Belkansavet
2343;Kattnecy;550;Kattnecy;1.000000;43;Lionita
2344;Kattnecy;550;Kattnecy;1.000000;43;Lionita
2345;Lionsbach;132;Lionsbach;1.000000;42;Gruyettburg
2346;Lionsbach;132;Lionsbach;1.000000;42;Gruyettburg
2347;Lionsbach;132;Lionsbach;0.997199;42;Gruyettburg
2348;Varinka;614;Varinka;1.000000;140;Krokatzia
2349;Far North Northern Heart Mountains 3;1235;Far North Northern Heart Mountains 3;1.000000;360;Midflusionea19
2350;Far North Northern Heart Mountains 3;1235;Far North Northern Heart Mountains 3;1.000000;360;Midflusionea19
2351;Chawrnihiv;1480;Chawrnihiv;1.000000;308;Aleksis
2352;Near East Lokout;1333;Near East Lokout;1.000000;334;Puffiland6
2353;South Cize;144;South Cize;1.000000;237;Tiefland
2354;South Cize;144;South Cize;1.000000;237;Tiefland
2355;South Cize;144;South Cize;1.000000;237;Tiefland
2356;South Cize;144;South Cize;1.000000;237;Tiefland
2357;Crimmatz;1468;Crimmatz;1.000000;36;Katzen Hills
2358;Crimmatz;1468;Crimmatz;1.000000;36;Katzen Hills
2359;Crimmatz;1468;Crimmatz;0.793522;36;Katzen Hills
2360;Western Shroom Hills;1012;Western Shroom Hills;1.000000;290;Sanguine Hills
2361;Western Shroom Hills;1012;Western Shroom Hills;1.000000;290;Sanguine Hills
2362;West Lokout;1092;West Lokout;1.000000;339;Puffiland11
2363;West Lokout;1092;West Lokout;1.000000;339;Puffiland11
2364;Meterhills;133;Meterhills;1.000000;37;Solagnaw
2365;Meterhills;133;Meterhills;1.000000;37;Solagnaw
2366;West Lokout;1092;West Lokout;1.000000;339;Puffiland11
2367;West Lokout;1092;West Lokout;1.000000;339;Puffiland11
2368;Far East Lokout 6;1082;Far East Lokout 6;1.000000;331;Puffiland3
2369;Elteriak;1406;Elteriak;1.000000;30;Itchiloo
2370;Elteriak;1406;Elteriak;1.000000;30;Itchiloo
2371;Elteriak;1406;Elteriak;1.000000;30;Itchiloo
2372;Elteriak;1406;Elteriak;1.000000;30;Itchiloo
2373;Northeastern Grand Hills;525;Northeastern Grand Hills;1.000000;36;Katzen Hills
2374;Praw;1418;Praw;1.000000;36;Katzen Hills
2375;Katnemasse;549;Katnemasse;1.000000;42;Gruyettburg
2376;Janglastadt;546;Janglastadt;1.000000;43;Lionita
2377;Janglastadt;546;Janglastadt;1.000000;43;Lionita
2378;Janglastadt;546;Janglastadt;1.000000;43;Lionita
2379;Kattnecy;550;Kattnecy;1.000000;43;Lionita
2380;Kattnecy;550;Kattnecy;1.000000;43;Lionita
2381;Fort Bear;1261;Fort Bear;1.000000;360;Midflusionea19
2382;Fort Bear;1261;Fort Bear;1.000000;360;Midflusionea19
2383;South Katezic;130;South Katezic;1.000000;359;Midflusionea18
2384;South Katezic;130;South Katezic;1.000000;359;Midflusionea18
2385;East Lokout;1335;East Lokout;1.000000;334;Puffiland6
2386;East Lokout;1335;East Lokout;1.000000;334;Puffiland6
2387;Near North Ezicania Pass;145;Near North Ezicania Pass;1.000000;237;Tiefland
2388;Near North Ezicania Pass;145;Near North Ezicania Pass;1.000000;237;Tiefland
2389;Near North Ezicania Pass;145;Near North Ezicania Pass;0.986207;237;Tiefland
2390;North Southern Ezicania;148;North Southern Ezicania;1.000000;237;Tiefland
2391;North Southern Ezicania;148;North Southern Ezicania;0.987273;237;Tiefland
2392;Shroomfluss;1011;Shroomfluss;1.000000;290;Sanguine Hills
2393;Western Shroom Hills;1012;Western Shroom Hills;1.000000;290;Sanguine Hills
2394;Shroomfluss;1011;Shroomfluss;1.000000;290;Sanguine Hills
2395;Magnitokronk;1478;Magnitokronk;1.000000;303;Amphisk
2396;Magnitokronk;1478;Magnitokronk;1.000000;303;Amphisk
2397;Magnitokronk;1478;Magnitokronk;1.000000;303;Amphisk
2398;Magnitokronk;1478;Magnitokronk;1.000000;303;Amphisk
2399;East Lokout;1335;East Lokout;1.000000;334;Puffiland6
2400;Hoffstadt;915;Hoffstadt;0.850220;209;Belkansavet
2401;Roquajevo;916;Roquajevo;0.993521;209;Belkansavet
2402;West Meterhills;526;West Meterhills;1.000000;36;Katzen Hills
2403;Catka;135;Catka;1.000000;43;Lionita
2404;North Northern Ezicania;1267;North Northern Ezicania;1.000000;349;Midflusionea8
2405;North Northern Ezicania;1267;North Northern Ezicania;1.000000;349;Midflusionea8
2406;South Katezic;130;South Katezic;1.000000;359;Midflusionea18
2407;South Katezic;130;South Katezic;1.000000;359;Midflusionea18
2408;South Katezic;130;South Katezic;1.000000;359;Midflusionea18
2409;South Katezic;130;South Katezic;1.000000;359;Midflusionea18
2410;South Katezic;130;South Katezic;1.000000;359;Midflusionea18
2411;South Katezic;130;South Katezic;1.000000;359;Midflusionea18
2412;East Northern Ezicania;1264;East Northern Ezicania;1.000000;347;Midflusionea6
2413;Itchiloo;140;Itchiloo;1.000000;30;Itchiloo
2414;Itchiloo;140;Itchiloo;1.000000;30;Itchiloo
2415;Itchiloo;140;Itchiloo;1.000000;30;Itchiloo
2416;Itchiloo;140;Itchiloo;1.000000;30;Itchiloo
2417;Itchiloo;140;Itchiloo;1.000000;30;Itchiloo
2418;Itchiloo;140;Itchiloo;1.000000;30;Itchiloo
2419;Grüyettburg;131;Grüyettburg;1.000000;42;Gruyettburg
2420;Grüyettburg;131;Grüyettburg;1.000000;42;Gruyettburg
2421;Grüyettburg;131;Grüyettburg;1.000000;42;Gruyettburg
2422;Fort Bear;1261;Fort Bear;1.000000;360;Midflusionea19
2423;Fort Bear;1261;Fort Bear;1.000000;360;Midflusionea19
2424;Fort Bear;1261;Fort Bear;1.000000;360;Midflusionea19
2425;Far East Lokout 5;1344;Far East Lokout 5;1.000000;331;Puffiland3
2426;Cuddlezone;142;Cuddlezone;1.000000;36;Katzen Hills
2427;Cuddlezone;142;Cuddlezone;1.000000;36;Katzen Hills
2428;Cuddlezone;142;Cuddlezone;1.000000;36;Katzen Hills
2429;Katzenfluss;146;Katzenfluss;1.000000;129;Sudflutstadt
2430;Bojnika Coast;126;Bojnika Coast;1.000000;210;Bojnika
2431;Brambaceg;561;Brambaceg;1.000000;120;Bryumen
2432;Brambaceg;561;Brambaceg;1.000000;120;Bryumen
2433;Saltlarenstadt;1041;Saltlarenstadt;1.000000;308;Aleksis
2434;Saltlarenstadt;1041;Saltlarenstadt;1.000000;308;Aleksis
2435;Saltlarenstadt;1041;Saltlarenstadt;1.000000;308;Aleksis
2436;Saltlarenstadt;1041;Saltlarenstadt;0.993840;308;Aleksis
2437;East Lokout;1335;East Lokout;1.000000;334;Puffiland6
2438;Western Grand Hills;136;Western Grand Hills;1.000000;36;Katzen Hills
2439;Janglastadt;546;Janglastadt;1.000000;43;Lionita
2440;Katzenfluss;146;Katzenfluss;1.000000;129;Sudflutstadt
2441;Katzenfluss;146;Katzenfluss;1.000000;129;Sudflutstadt
2442;Katzenfluss;146;Katzenfluss;0.826409;129;Sudflutstadt
2443;Western Shroom Hills;1012;Western Shroom Hills;1.000000;290;Sanguine Hills
2444;Salamandria;1479;Salamandria;1.000000;303;Amphisk
2445;Gross-Amphisk;202;Gross-Amphisk;1.000000;303;Amphisk
2446;Gross-Amphisk;202;Gross-Amphisk;1.000000;303;Amphisk
2447;Gross-Amphisk;202;Gross-Amphisk;1.000000;303;Amphisk
2448;West Greater Bundengrad;1049;West Greater Bundengrad;1.000000;308;Aleksis
2449;West Greater Bundengrad;1049;West Greater Bundengrad;1.000000;308;Aleksis
2450;West Greater Bundengrad;1049;West Greater Bundengrad;1.000000;308;Aleksis
2451;Far North Northern Heart Mountains;1268;Far North Northern Heart Mountains;1.000000;360;Midflusionea19
2452;Near East Southern Ezicania;139;Near East Southern Ezicania;1.000000;237;Tiefland
2453;Lionsbach;132;Lionsbach;1.000000;42;Gruyettburg
2454;Lionsbach;132;Lionsbach;1.000000;42;Gruyettburg
2455;Western Shroom Hills;1012;Western Shroom Hills;1.000000;290;Sanguine Hills
2456;Aluminitas;611;Aluminitas;1.000000;303;Amphisk
2457;Mushile;516;Mushile;1.000000;30;Itchiloo
2458;Mushile;516;Mushile;1.000000;30;Itchiloo
2459;Mushile;516;Mushile;1.000000;30;Itchiloo
2460;Brambaceg;561;Brambaceg;1.000000;120;Bryumen
