province_id;hoi4_terrain;eu4_terrain_index
1755;plains;4
1756;plains;4
1757;hills;1
1758;plains;4
1759;hills;1
1760;plains;4
1761;plains;4
1762;mountain;6
1763;hills;1
1764;plains;4
1765;plains;4
1766;hills;1
1767;forest;12
1768;forest;12
1769;plains;4
1770;plains;4
1771;plains;4
1772;plains;4
1773;hills;1
1774;forest;12
1775;desert;3
1776;desert;3
1777;hills;1
1778;hills;1
1779;hills;1
1780;hills;1
1781;plains;4
1782;desert;3
1783;hills;1
1784;hills;1
1785;hills;1
1786;urban;10
1787;hills;1
1788;plains;4
1789;plains;4
1790;hills;1
1791;plains;4
1792;plains;4
1793;plains;4
1794;hills;1
1795;desert;3
1796;desert;3
1797;plains;4
1798;desert;3
1799;urban;10
1800;plains;4
1801;plains;4
1802;forest;12
1803;hills;1
1804;hills;1
1805;plains;4
1806;hills;1
1807;desert;3
1808;desert;3
1809;plains;4
1810;plains;4
1811;plains;4
1812;plains;4
1813;urban;10
1814;plains;4
1815;desert;3
1816;desert;3
1817;plains;4
1818;hills;1
1819;plains;4
1820;hills;1
1821;plains;4
1822;marsh;9
1823;hills;1
1824;hills;1
1825;marsh;9
1826;urban;10
1827;plains;4
1828;plains;4
1829;plains;4
1830;plains;4
1831;plains;4
1832;hills;1
1833;hills;1
1834;forest;12
1835;plains;4
1836;plains;4
1837;plains;4
1838;plains;4
1839;plains;4
1840;forest;12
1841;forest;12
1842;plains;4
1843;plains;4
1844;plains;4
1845;plains;4
1846;plains;4
1847;hills;1
1848;hills;1
1849;hills;1
1850;marsh;9
1851;urban;10
1852;desert;3
1853;forest;12
1854;plains;4
1855;hills;1
1856;forest;12
1857;plains;4
1858;hills;1
1859;hills;1
1860;plains;4
1861;plains;4
1862;plains;4
1863;hills;1
1864;hills;1
1865;hills;1
1866;urban;10
1867;urban;10
1868;urban;10
1869;urban;10
1870;marsh;9
1871;marsh;9
1872;marsh;9
1873;marsh;9
1874;hills;1
1875;forest;12
1876;forest;12
1877;urban;10
1878;hills;1
1879;plains;4
1880;plains;4
1881;hills;1
1882;forest;12
1883;plains;4
1884;urban;10
1885;plains;4
1886;forest;12
1887;hills;1
1888;hills;1
1889;jungle;254
1890;jungle;254
1891;jungle;254
1892;forest;12
1893;plains;4
1894;plains;4
1895;plains;4
1896;plains;4
1897;urban;10
1898;plains;4
1899;plains;4
1900;forest;12
1901;plains;4
1902;plains;4
1903;plains;4
1904;hills;1
1905;hills;1
1906;plains;4
1907;plains;4
1908;plains;4
1909;forest;12
1910;forest;12
1911;forest;12
1912;forest;12
1913;plains;4
1914;plains;4
1915;plains;4
1916;mountain;6
1917;hills;1
1918;mountain;6
1919;plains;4
1920;plains;4
1921;plains;4
1922;plains;4
1923;plains;4
1924;plains;4
1925;forest;12
1926;plains;4
1927;plains;4
1928;forest;12
1929;hills;1
1930;plains;4
1931;plains;4
1932;urban;10
1933;forest;12
1934;plains;4
1935;urban;10
1936;forest;12
1937;hills;1
1938;urban;10
1939;hills;1
1940;hills;1
1941;hills;1
1942;hills;1
1943;hills;1
1944;hills;1
1945;plains;4
1946;plains;4
1947;plains;4
1948;plains;4
1949;plains;4
1950;plains;4
1951;hills;1
1952;hills;1
1953;plains;4
1954;plains;4
1955;hills;1
1956;hills;1
1957;forest;12
1958;hills;1
1959;hills;1
1960;hills;1
1961;plains;4
1962;plains;4
1963;forest;12
1964;forest;12
1965;forest;12
1966;plains;4
1967;hills;1
1968;hills;1
1969;desert;3
1970;hills;1
1971;hills;1
1972;forest;12
1973;forest;12
1974;forest;12
1975;hills;1
1976;hills;1
1977;plains;4
1978;hills;1
1979;hills;1
1980;forest;12
1981;hills;1
1982;forest;12
1983;forest;12
1984;forest;12
1985;forest;12
1986;plains;4
1987;forest;12
1988;hills;1
1989;plains;4
1990;plains;4
1991;plains;4
1992;urban;10
1993;plains;4
1994;plains;4
1995;plains;4
1996;plains;4
1997;forest;12
1998;forest;12
1999;forest;12
2000;forest;12
2001;plains;4
2002;plains;4
2003;plains;4
2004;plains;4
2005;plains;4
2006;plains;4
2007;plains;4
2008;forest;12
2009;plains;4
2010;plains;4
2011;plains;4
2012;hills;1
2013;hills;1
2014;hills;1
2015;hills;1
2016;hills;1
2017;plains;4
2018;plains;4
2019;plains;4
2020;hills;1
2021;plains;4
2022;hills;1
2023;hills;1
2024;hills;1
2025;hills;1
2026;marsh;9
2027;hills;1
2028;plains;4
2029;plains;4
2030;plains;4
2031;plains;4
2032;plains;4
2033;hills;1
2034;hills;1
2035;forest;12
2036;plains;4
2037;forest;12
2038;marsh;9
2039;plains;4
2040;plains;4
2041;plains;4
2042;hills;1
2043;plains;4
2044;hills;1
2045;hills;1
2046;hills;1
2047;hills;1
2048;hills;1
2049;hills;1
2050;hills;1
2051;hills;1
2052;forest;12
2053;plains;4
2054;plains;4
2055;hills;1
2056;plains;4
2057;forest;12
2058;forest;12
2059;forest;12
2060;plains;4
2061;plains;4
2062;forest;12
2063;plains;4
2064;plains;4
2065;plains;4
2066;plains;4
2067;hills;1
2068;hills;1
2069;forest;12
2070;plains;4
2071;plains;4
2072;plains;4
2073;plains;4
2074;plains;4
2075;forest;12
2076;hills;1
2077;hills;1
2078;plains;4
2079;plains;4
2080;plains;4
2081;plains;4
2082;plains;4
2083;plains;4
2084;hills;1
2085;forest;12
2086;forest;12
2087;plains;4
2088;plains;4
2089;plains;4
2090;plains;4
2091;plains;4
2092;plains;4
2093;plains;4
2094;plains;4
2095;forest;12
2096;forest;12
2097;plains;4
2098;hills;1
2099;plains;4
2100;plains;4
2101;plains;4
2102;hills;1
2103;hills;1
2104;jungle;254
2105;jungle;254
2106;plains;4
2107;plains;4
2108;plains;4
2109;plains;4
2110;desert;3
2111;mountain;6
2112;desert;3
2113;mountain;6
2114;plains;4
2115;plains;4
2116;plains;4
2117;plains;4
2118;desert;3
2119;desert;3
2120;desert;3
2121;plains;4
2122;desert;3
2123;plains;4
2124;plains;4
2125;forest;12
2126;plains;4
2127;plains;4
2128;plains;4
2129;hills;1
2130;desert;3
2131;mountain;6
2132;forest;12
2133;forest;12
2134;forest;12
2135;forest;12
2136;forest;12
2137;forest;12
2138;forest;12
2139;forest;12
2140;plains;4
2141;forest;12
2142;forest;12
2143;forest;12
2144;forest;12
2145;hills;1
2146;forest;12
2147;hills;1
2148;hills;1
2149;urban;10
2150;desert;3
2151;desert;3
2152;desert;3
2153;hills;1
2154;hills;1
2155;plains;4
2156;plains;4
2157;plains;4
2158;plains;4
2159;plains;4
2160;plains;4
2161;plains;4
2162;plains;4
2163;plains;4
2164;plains;4
2165;plains;4
2166;hills;1
2167;plains;4
2168;hills;1
2169;mountain;6
2170;hills;1
2171;plains;4
2172;hills;1
2173;plains;4
2174;plains;4
2175;forest;12
2176;plains;4
2177;plains;4
2178;plains;4
2179;plains;4
2180;urban;10
2181;plains;4
2182;mountain;6
2183;hills;1
2184;hills;1
2185;plains;4
2186;plains;4
2187;hills;1
2188;hills;1
2189;hills;1
2190;hills;1
2191;forest;12
2192;hills;1
2193;hills;1
2194;hills;1
2195;hills;1
2196;hills;1
2197;mountain;6
2198;plains;4
2199;plains;4
2200;desert;3
2201;desert;3
2202;desert;3
2203;desert;3
2204;hills;1
2205;jungle;254
2206;marsh;9
2207;plains;4
2208;jungle;254
2209;hills;1
2210;jungle;254
2211;jungle;254
2212;hills;1
2213;hills;1
2214;hills;1
2215;hills;1
2216;hills;1
2217;hills;1
2218;mountain;6
2219;plains;4
2220;plains;4
2221;plains;4
2222;forest;12
2223;plains;4
2224;hills;1
2225;hills;1
2226;plains;4
2227;plains;4
2228;plains;4
2229;plains;4
2230;plains;4
2231;plains;4
2232;forest;12
2233;forest;12
2234;plains;4
2235;hills;1
2236;plains;4
2237;plains;4
2238;forest;12
2239;forest;12
2240;plains;4
2241;plains;4
2242;plains;4
2243;plains;4
2244;plains;4
2245;hills;1
2246;plains;4
2247;hills;1
2248;plains;4
2249;plains;4
2250;plains;4
2251;mountain;6
2252;forest;12
2253;forest;12
2254;hills;1
2255;hills;1
2256;plains;4
2257;plains;4
2258;hills;1
2259;plains;4
2260;forest;12
2261;plains;4
2262;hills;1
2263;hills;1
2264;plains;4
2265;plains;4
2266;desert;3
2267;desert;3
2268;hills;1
2269;plains;4
2270;plains;4
2271;plains;4
2272;forest;12
2273;forest;12
2274;forest;12
2275;forest;12
2276;forest;12
2277;mountain;6
2278;plains;4
2279;marsh;9
2280;plains;4
2281;forest;12
2282;forest;12
2283;hills;1
2284;plains;4
2285;mountain;6
2286;forest;12
2287;forest;12
2288;forest;12
2289;forest;12
2290;forest;12
2291;forest;12
2292;forest;12
2293;plains;4
2294;urban;10
2295;forest;12
2296;hills;1
2297;plains;4
2298;hills;1
2299;plains;4
2300;plains;4
2301;plains;4
2302;hills;1
2303;plains;4
2304;plains;4
2305;plains;4
2306;plains;4
2307;plains;4
2308;plains;4
2309;plains;4
2310;plains;4
2311;plains;4
2312;plains;4
2313;plains;4
2314;hills;1
2315;plains;4
2316;plains;4
2317;plains;4
2318;plains;4
2319;jungle;254
2320;plains;4
2321;plains;4
2322;forest;12
2323;jungle;254
2324;plains;4
2325;forest;12
2326;jungle;254
2327;forest;12
2328;forest;12
2329;urban;10
2330;plains;4
2331;plains;4
2332;plains;4
2333;plains;4
2334;plains;4
2335;plains;4
2336;marsh;9
2337;plains;4
2338;mountain;6
2339;desert;3
2340;mountain;6
2341;desert;3
2342;desert;3
2343;desert;3
2344;desert;3
2345;desert;3
2346;desert;3
2347;marsh;9
2348;desert;3
2349;desert;3
2350;mountain;6
2351;desert;3
2352;mountain;6
2353;hills;1
2354;desert;3
2355;desert;3
2356;mountain;6
2357;desert;3
2358;plains;4
2359;plains;4
2360;plains;4
2361;desert;3
2362;desert;3
2363;desert;3
2364;plains;4
2365;plains;4
2366;plains;4
2367;plains;4
2368;plains;4
2369;desert;3
2370;plains;4
2371;plains;4
2372;plains;4
2373;plains;4
2374;hills;1
2375;plains;4
2376;forest;12
2377;marsh;9
2378;marsh;9
2379;plains;4
2380;marsh;9
2381;plains;4
2382;plains;4
2383;forest;12
2384;hills;1
2385;forest;12
2386;hills;1
2387;hills;1
2388;hills;1
2389;urban;10
2390;hills;1
2391;plains;4
2392;plains;4
2393;forest;12
2394;forest;12
2395;forest;12
2396;plains;4
2397;hills;1
2398;plains;4
2399;plains;4
2400;hills;1
2401;hills;1
2402;hills;1
2403;plains;4
2404;plains;4
2405;plains;4
2406;hills;1
2407;plains;4
2408;hills;1
2409;hills;1
2410;hills;1
2411;hills;1
2412;hills;1
2413;urban;10
2414;hills;1
2415;plains;4
2416;hills;1
2417;plains;4
2418;plains;4
2419;plains;4
2420;plains;4
2421;plains;4
2422;forest;12
2423;plains;4
2424;forest;12
2425;plains;4
2426;forest;12
2427;plains;4
2428;forest;12
2429;hills;1
2430;hills;1
2431;hills;1
2432;hills;1
2433;hills;1
2434;plains;4
2435;plains;4
2436;plains;4
2437;plains;4
2438;hills;1
2439;plains;4
2440;plains;4
2441;forest;12
2442;plains;4
2443;plains;4
2444;urban;10
2445;urban;10
2446;plains;4
2447;forest;12
2448;plains;4
2449;plains;4
2450;plains;4
2451;plains;4
2452;plains;4
2453;plains;4
2454;plains;4
2455;plains;4
2456;hills;1
2457;plains;4
2458;hills;1
2459;plains;4
2460;plains;4
2461;plains;4
2462;plains;4
2463;plains;4
2464;plains;4
2465;plains;4
2466;plains;4
2467;plains;4
2468;plains;4
2469;hills;1
2470;urban;10
2471;plains;4
2472;plains;4
2473;hills;1
2474;plains;4
2475;plains;4
2476;plains;4
2477;hills;1
2478;plains;4
2479;hills;1
2480;hills;1
2481;hills;1
2482;hills;1
2483;forest;12
2484;plains;4
2485;plains;4
2486;plains;4
2487;urban;10
2488;hills;1
2489;plains;4
2490;hills;1
2491;forest;12
2492;plains;4
2493;plains;4
2494;plains;4
2495;plains;4
2496;plains;4
2497;plains;4
2498;plains;4
2499;plains;4
2500;plains;4
2501;plains;4
2502;plains;4
2503;plains;4
2504;forest;12
2505;plains;4
2506;forest;12
2507;plains;4
2508;desert;3
2509;plains;4
2510;plains;4
2511;jungle;254
2512;jungle;254
2513;jungle;254
2514;hills;1
2515;desert;3
2516;plains;4
2517;plains;4
2518;plains;4
2519;plains;4
2520;plains;4
2521;plains;4
2522;plains;4
2523;plains;4
2524;plains;4
2525;plains;4
2526;plains;4
2527;plains;4
2528;hills;1
2529;plains;4
2530;hills;1
2531;plains;4
2532;plains;4
2533;plains;4
2534;plains;4
2535;plains;4
2536;plains;4
2537;plains;4
2538;plains;4
2539;hills;1
2540;hills;1
2541;jungle;254
2542;forest;12
2543;plains;4
2544;plains;4
2545;plains;4
2546;plains;4
2547;plains;4
2548;plains;4
2549;desert;3
2550;hills;1
2551;marsh;9
2552;plains;4
2553;plains;4
2554;plains;4
2555;plains;4
2556;plains;4
2557;hills;1
2558;plains;4
2559;plains;4
2560;plains;4
2561;hills;1
2562;plains;4
2563;forest;12
2564;plains;4
2565;desert;3
2566;marsh;9
2567;forest;12
2568;forest;12
2569;plains;4
2570;forest;12
2571;hills;1
2572;forest;12
2573;forest;12
2574;forest;12
2575;forest;12
2576;mountain;6
2577;forest;12
2578;hills;1
2579;hills;1
2580;hills;1
2581;plains;4
2582;plains;4
2583;hills;1
2584;desert;3
2585;desert;3
2586;plains;4
2587;hills;1
2588;desert;3
2589;hills;1
2590;hills;1
2591;hills;1
2592;hills;1
2593;plains;4
2594;plains;4
2595;plains;4
2596;plains;4
2597;plains;4
2598;forest;12
2599;plains;4
2600;plains;4
2601;plains;4
2602;plains;4
2603;plains;4
2604;plains;4
2605;plains;4
2606;plains;4
2607;plains;4
2608;plains;4
2609;plains;4
2610;plains;4
2611;hills;1
2612;hills;1
2613;plains;4
2614;plains;4
2615;plains;4
2616;hills;1
2617;forest;12
2618;plains;4
2619;forest;12
2620;forest;12
2621;plains;4
2622;plains;4
2623;plains;4
2624;forest;12
2625;forest;12
2626;forest;12
2627;hills;1
2628;forest;12
2629;plains;4
2630;plains;4
2631;plains;4
2632;hills;1
2633;plains;4
2634;plains;4
2635;hills;1
2636;plains;4
2637;forest;12
2638;plains;4
2639;forest;12
2640;forest;12
2641;forest;12
2642;forest;12
2643;plains;4
2644;hills;1
2645;hills;1
2646;hills;1
2647;hills;1
2648;hills;1
2649;hills;1
2650;hills;1
2651;plains;4
2652;plains;4
2653;plains;4
2654;forest;12
2655;plains;4
2656;forest;12
2657;forest;12
2658;plains;4
2659;plains;4
2660;plains;4
2661;forest;12
2662;plains;4
2663;plains;4
2664;forest;12
2665;hills;1
2666;forest;12
2667;hills;1
2668;plains;4
2669;plains;4
2670;plains;4
2671;hills;1
2672;plains;4
2673;plains;4
2674;forest;12
2675;forest;12
2676;hills;1
2677;forest;12
2678;plains;4
2679;plains;4
2680;plains;4
2681;forest;12
2682;plains;4
2683;forest;12
2684;forest;12
2685;urban;10
2686;urban;10
2687;urban;10
2688;urban;10
2689;urban;10
2690;urban;10
2691;plains;4
2692;plains;4
2693;plains;4
2694;plains;4
2695;plains;4
2696;plains;4
2697;plains;4
2698;plains;4
2699;plains;4
2700;plains;4
2701;plains;4
2702;plains;4
2703;plains;4
2704;plains;4
2705;plains;4
2706;plains;4
2707;plains;4
2708;forest;12
2709;plains;4
2710;plains;4
2711;plains;4
2712;plains;4
2713;plains;4
2714;plains;4
2715;plains;4
2716;plains;4
2717;plains;4
2718;plains;4
2719;plains;4
2720;plains;4
2721;mountain;6
2722;forest;12
2723;forest;12
2724;plains;4
2725;plains;4
2726;plains;4
2727;plains;4
2728;plains;4
2729;plains;4
2730;plains;4
2731;hills;1
2732;hills;1
2733;urban;10
2734;hills;1
2735;marsh;9
2736;hills;1
2737;hills;1
2738;hills;1
2739;plains;4
2740;plains;4
2741;forest;12
2742;urban;10
2743;plains;4
2744;forest;12
2745;forest;12
2746;forest;12
2747;plains;4
2748;mountain;6
2749;plains;4
2750;plains;4
2751;plains;4
2752;plains;4
2753;plains;4
2754;plains;4
2755;plains;4
2756;hills;1
2757;plains;4
2758;plains;4
2759;hills;1
2760;plains;4
2761;plains;4
2762;plains;4
2763;plains;4
2764;plains;4
2765;plains;4
2766;plains;4
2767;plains;4
2768;plains;4
2769;plains;4
2770;plains;4
2771;forest;12
2772;urban;10
2773;urban;10
2774;forest;12
2775;hills;1
2776;forest;12
2777;desert;3
2778;plains;4
2779;forest;12
2780;desert;3
2781;desert;3
2782;desert;3
2783;hills;1
2784;hills;1
2785;desert;3
2786;desert;3
2787;desert;3
2788;desert;3
2789;urban;10
2790;jungle;254
2791;hills;1
2792;jungle;254
2793;jungle;254
2794;jungle;254
2795;jungle;254
2796;jungle;254
2797;plains;4
2798;hills;1
2799;hills;1
2800;jungle;254
2801;jungle;254
2802;hills;1
2803;marsh;9
2804;marsh;9
2805;marsh;9
2806;marsh;9
2807;hills;1
2808;forest;12
2809;hills;1
2810;forest;12
2811;hills;1
2812;plains;4
2813;forest;12
2814;plains;4
2815;plains;4
2816;plains;4
2817;plains;4
2818;plains;4
2819;forest;12
2820;forest;12
2821;plains;4
2822;forest;12
2823;plains;4
2824;forest;12
2825;plains;4
2826;forest;12
2827;plains;4
2828;plains;4
2829;plains;4
2830;plains;4
2831;forest;12
2832;hills;1
2833;hills;1
2834;plains;4
2835;plains;4
2836;plains;4
2837;plains;4
2838;plains;4
2839;plains;4
2840;plains;4
2841;plains;4
2842;plains;4
2843;plains;4
2844;plains;4
2845;plains;4
2846;plains;4
2847;plains;4
2848;plains;4
2849;plains;4
2850;forest;12
2851;plains;4
2852;plains;4
2853;plains;4
2854;forest;12
2855;plains;4
2856;forest;12
2857;plains;4
2858;plains;4
2859;hills;1
2860;hills;1
2861;plains;4
2862;plains;4
2863;plains;4
2864;plains;4
2865;plains;4
2866;plains;4
2867;plains;4
2868;plains;4
2869;hills;1
2870;hills;1
2871;marsh;9
2872;plains;4
2873;hills;1
2874;hills;1
2875;plains;4
2876;hills;1
2877;plains;4
2878;forest;12
2879;plains;4
2880;forest;12
2881;forest;12
2882;forest;12
2883;forest;12
2884;forest;12
2885;forest;12
2886;forest;12
2887;forest;12
2888;plains;4
2889;plains;4
2890;plains;4
2891;plains;4
2892;forest;12
2893;plains;4
2894;plains;4
2895;plains;4
2896;plains;4
2897;hills;1
2898;hills;1
2899;hills;1
2900;hills;1
2901;plains;4
2902;plains;4
2903;plains;4
2904;hills;1
2905;hills;1
2906;plains;4
2907;plains;4
2908;plains;4
2909;plains;4
2910;plains;4
2911;plains;4
2912;plains;4
2913;plains;4
2914;forest;12
2915;forest;12
2916;plains;4
2917;plains;4
2918;hills;1
2919;plains;4
2920;hills;1
2921;plains;4
2922;hills;1
2923;hills;1
2924;plains;4
2925;hills;1
2926;plains;4
2927;hills;1
2928;hills;1
2929;hills;1
2930;forest;12
2931;hills;1
2932;forest;12
2933;hills;1
2934;hills;1
2935;hills;1
2936;hills;1
2937;plains;4
2938;plains;4
2939;plains;4
2940;plains;4
2941;plains;4
2942;plains;4
2943;plains;4
2944;plains;4
2945;plains;4
2946;plains;4
2947;plains;4
2948;forest;12
2949;plains;4
2950;plains;4
2951;plains;4
2952;plains;4
2953;plains;4
2954;forest;12
2955;plains;4
2956;plains;4
2957;plains;4
2958;plains;4
2959;forest;12
2960;forest;12
2961;plains;4
2962;forest;12
2963;forest;12
2964;plains;4
2965;forest;12
2966;forest;12
2967;plains;4
2968;forest;12
2969;forest;12
2970;forest;12
2971;forest;12
2972;plains;4
2973;forest;12
2974;forest;12
2975;forest;12
2976;plains;4
2977;plains;4
2978;plains;4
2979;urban;10
2980;plains;4
2981;marsh;9
2982;marsh;9
2983;plains;4
2984;plains;4
2985;forest;12
2986;forest;12
2987;forest;12
2988;plains;4
2989;urban;10
2990;plains;4
2991;plains;4
2992;hills;1
2993;hills;1
2994;plains;4
2995;hills;1
2996;plains;4
2997;plains;4
2998;hills;1
2999;forest;12
3000;plains;4
3001;plains;4
3002;desert;3
3003;desert;3
3004;desert;3
3005;desert;3
3006;desert;3
3007;desert;3
3008;desert;3
3009;desert;3
3010;hills;1
3011;mountain;6
3012;desert;3
3013;desert;3
3014;desert;3
3015;desert;3
3016;salt;3
3017;salt;3
3018;salt;3
3019;salt;3
3020;desert;3
3021;desert;3
3022;salt;3
3023;salt;3
3024;salt;3
3025;salt;3
3026;marsh;9
3027;plains;4
3028;hills;1
3029;hills;1
3030;forest;12
3031;hills;1
3032;mountain;6
3033;hills;1
3034;hills;1
3035;hills;1
3036;hills;1
3037;desert;3
3038;desert;3
3039;desert;3
3040;desert;3
3041;desert;3
3042;desert;3
3043;desert;3
3044;desert;3
3045;desert;3
3046;desert;3
3047;desert;3
3048;desert;3
3049;desert;3
3050;desert;3
3051;desert;3
3052;desert;3
3053;desert;3
3054;desert;3
3055;desert;3
3056;desert;3
3057;hills;1
3058;hills;1
3059;hills;1
3060;hills;1
3061;hills;1
3062;plains;4
3063;hills;1
3064;hills;1
3065;hills;1
3066;plains;4
3067;plains;4
3068;plains;4
3069;plains;4
3070;plains;4
3071;mountain;6
3072;hills;1
3073;hills;1
3074;forest;12
3075;hills;1
3076;mountain;6
3077;mountain;6
3078;mountain;6
3079;plains;4
3080;hills;1
3081;hills;1
3082;hills;1
3083;hills;1
3084;plains;4
3085;hills;1
3086;plains;4
3087;plains;4
3088;plains;4
3089;hills;1
3090;plains;4
3091;plains;4
3092;hills;1
3093;mountain;6
3094;mountain;6
3095;plains;4
3096;marsh;9
3097;plains;4
3098;marsh;9
3099;marsh;9
3100;marsh;9
3101;plains;4
3102;marsh;9
3103;plains;4
3104;plains;4
3105;plains;4
3106;plains;4
3107;plains;4
3108;plains;4
3109;plains;4
3110;plains;4
3111;plains;4
3112;plains;4
3113;plains;4
3114;marsh;9
3115;plains;4
3116;plains;4
3117;plains;4
3118;urban;10
3119;marsh;9
3120;plains;4
3121;marsh;9
3122;plains;4
3123;forest;12
3124;plains;4
3125;plains;4
3126;plains;4
3127;plains;4
3128;forest;12
3129;forest;12
3130;plains;4
3131;plains;4
3132;plains;4
3133;plains;4
3134;plains;4
3135;plains;4
3136;plains;4
3137;urban;10
3138;forest;12
3139;plains;4
3140;plains;4
3141;plains;4
3142;plains;4
3143;forest;12
3144;marsh;9
3145;plains;4
3146;marsh;9
3147;hills;1
3148;hills;1
3149;hills;1
3150;hills;1
3151;desert;3
3152;desert;3
3153;desert;3
3154;desert;3
3155;desert;3
3156;desert;3
3157;desert;3
3158;plains;4
3159;jungle;254
3160;hills;1
3161;plains;4
3162;jungle;254
3163;forest;12
3164;jungle;254
3165;hills;1
3166;hills;1
3167;marsh;9
3168;hills;1
3169;hills;1
3170;forest;12
3171;mountain;6
3172;mountain;6
3173;marsh;9
3174;marsh;9
3175;forest;12
3176;jungle;254
3177;jungle;254
3178;hills;1
3179;jungle;254
3180;jungle;254
3181;hills;1
3182;forest;12
3183;forest;12
3184;hills;1
3185;plains;4
3186;hills;1
3187;hills;1
3188;hills;1
3189;forest;12
3190;plains;4
3191;hills;1
3192;plains;4
3193;hills;1
3194;plains;4
3195;plains;4
3196;plains;4
3197;hills;1
3198;hills;1
3199;hills;1
3200;hills;1
3201;plains;4
3202;plains;4
3203;hills;1
3204;hills;1
3205;plains;4
3206;forest;12
3207;hills;1
3208;hills;1
3209;forest;12
3210;hills;1
3211;marsh;9
3212;hills;1
3213;hills;1
3214;plains;4
3215;plains;4
3216;forest;12
3217;marsh;9
3218;forest;12
3219;forest;12
3220;forest;12
3221;marsh;9
3222;forest;12
3223;forest;12
3224;plains;4
3225;plains;4
3226;plains;4
3227;marsh;9
3228;forest;12
3229;plains;4
3230;plains;4
3231;plains;4
3232;plains;4
3233;plains;4
3234;forest;12
3235;plains;4
3236;marsh;9
3237;forest;12
3238;plains;4
3239;plains;4
3240;hills;1
3241;plains;4
3242;plains;4
3243;plains;4
3244;plains;4
3245;plains;4
3246;plains;4
3247;plains;4
3248;plains;4
3249;plains;4
3250;plains;4
3251;plains;4
3252;plains;4
3253;plains;4
3254;plains;4
3255;plains;4
3256;forest;12
3257;hills;1
3258;hills;1
3259;hills;1
3260;hills;1
3261;plains;4
3262;plains;4
3263;plains;4
3264;forest;12
3265;plains;4
3266;plains;4
3267;plains;4
3268;plains;4
3269;plains;4
3270;plains;4
3271;plains;4
3272;plains;4
3273;plains;4
3274;plains;4
3275;jungle;254
3276;plains;4
3277;plains;4
3278;plains;4
3279;plains;4
3280;plains;4
3281;plains;4
3282;plains;4
3283;plains;4
3284;plains;4
3285;plains;4
3286;hills;1
3287;hills;1
3288;hills;1
3289;plains;4
3290;hills;1
3291;plains;4
3292;plains;4
3293;plains;4
3294;marsh;9
3295;plains;4
3296;hills;1
3297;hills;1
3298;plains;4
3299;plains;4
3300;plains;4
3301;plains;4
3302;plains;4
3303;hills;1
3304;plains;4
3305;plains;4
3306;hills;1
3307;plains;4
3308;plains;4
3309;marsh;9
3310;plains;4
3311;marsh;9
3312;marsh;9
3313;marsh;9
3314;marsh;9
3315;plains;4
3316;hills;1
3317;plains;4
3318;plains;4
3319;forest;12
3320;forest;12
3321;hills;1
3322;plains;4
3323;hills;1
3324;hills;1
3325;plains;4
3326;plains;4
3327;plains;4
3328;plains;4
3329;plains;4
3330;hills;1
3331;hills;1
3332;hills;1
3333;plains;4
3334;plains;4
3335;plains;4
3336;plains;4
3337;hills;1
3338;hills;1
3339;plains;4
3340;plains;4
3341;plains;4
3342;hills;1
3343;plains;4
3344;plains;4
3345;plains;4
3346;plains;4
3347;urban;10
3348;plains;4
3349;plains;4
3350;hills;1
3351;hills;1
3352;hills;1
3353;hills;1
3354;hills;1
3355;hills;1
3356;hills;1
3357;hills;1
3358;hills;1
3359;hills;1
3360;hills;1
3361;hills;1
3362;hills;1
3363;hills;1
3364;hills;1
3365;plains;4
3366;plains;4
3367;plains;4
3368;plains;4
3369;plains;4
3370;plains;4
3371;hills;1
3372;plains;4
3373;plains;4
3374;plains;4
3375;plains;4
3376;forest;12
3377;plains;4
3378;plains;4
3379;forest;12
3380;forest;12
3381;forest;12
3382;forest;12
3383;plains;4
3384;plains;4
3385;plains;4
3386;forest;12
3387;forest;12
3388;forest;12
3389;plains;4
3390;plains;4
3391;forest;12
3392;forest;12
3393;plains;4
3394;forest;12
3395;urban;10
3396;forest;12
3397;plains;4
3398;forest;12
3399;plains;4
3400;plains;4
3401;plains;4
3402;hills;1
3403;urban;10
3404;desert;3
3405;hills;1
3406;mountain;6
3407;hills;1
3408;desert;3
3409;desert;3
3410;hills;1
3411;hills;1
3412;hills;1
3413;desert;3
3414;desert;3
3415;hills;1
3416;hills;1
3417;hills;1
3418;hills;1
3419;hills;1
3420;hills;1
3421;hills;1
3422;hills;1
3423;hills;1
3424;desert;3
3425;desert;3
3426;hills;1
3427;forest;12
3428;forest;12
3429;plains;4
3430;forest;12
3431;plains;4
3432;desert;3
3433;desert;3
3434;hills;1
3435;hills;1
3436;desert;3
3437;plains;4
3438;plains;4
3439;plains;4
3440;plains;4
3441;plains;4
3442;plains;4
3443;plains;4
3444;forest;12
3445;plains;4
3446;plains;4
3447;plains;4
3448;plains;4
3449;plains;4
3450;forest;12
3451;plains;4
3452;forest;12
3453;plains;4
3454;plains;4
3455;plains;4
3456;plains;4
3457;plains;4
3458;hills;1
3459;forest;12
3460;plains;4
3461;plains;4
3462;hills;1
3463;plains;4
3464;plains;4
3465;plains;4
3466;plains;4
3467;plains;4
3468;forest;12
3469;plains;4
3470;forest;12
3471;hills;1
3472;hills;1
3473;plains;4
3474;hills;1
3475;forest;12
3476;forest;12
3477;hills;1
3478;hills;1
3479;desert;3
3480;desert;3
3481;desert;3
3482;desert;3
3483;plains;4
3484;plains;4
3485;plains;4
3486;plains;4
