eu4_area;internal_key;display_name;hoi4_state_id;hoi4_state_name;province_count
454;fu_state_area_1373;Tartaphrogia;1373;Tartaphrogia;4
455;fu_state_area_110;Meownich;110;Meownich;5
456;fu_state_area_634;Samaruff;634;Samaruff;4
457;fu_state_area_1127;Colliery;1127;Colliery;4
458;fu_state_area_574;Aeries;574;Aeries;5
459;fu_state_area_65;Mimia;65;Mimia;4
460;fu_state_area_921;Floslo;921;Floslo;4
461;fu_state_area_309;Rozzmione;309;Rozzmione;4
462;fu_state_area_738;Beurrioude;738;Beurrioude;4
463;fu_state_area_893;Xaerauvouk;893;Xaerauvouk;4
464;fu_state_area_1126;Frusville;1126;Frusville;4
465;fu_state_area_3;Fleupport;3;Fleupport;4
466;fu_state_area_262;Orient Kapus;262;Orient Kapus;4
467;fu_state_area_433;East Tartaphrogia;433;East Tartaphrogia;5
468;fu_state_area_219;Fauraize;219;Fauraize;4
469;fu_state_area_176;Opusetksi;176;Opusetksi;4
470;fu_state_area_623;Kandlejhood;623;Kandlejhood;4
471;fu_state_area_116;Mewzley;116;Mewzley;4
472;fu_state_area_650;Herzkat;650;Herzkat;5
473;fu_state_area_135;Catka;135;Catka;6
474;fu_state_area_909;Santepij;909;Santepij;4
475;fu_state_area_572;Fort Nxeen;572;Fort Nxeen;5
476;fu_state_area_600;Potkin;600;Potkin;5
477;fu_state_area_807;San Foglia;807;San Foglia;4
478;fu_state_area_941;Nord-Droogien;941;Nord-Droogien;3
479;fu_state_area_125;South Lokout;125;South Lokout;4
480;fu_state_area_54;Deaktiviertekamera;54;Deaktiviertekamera;5
481;fu_state_area_850;Umtraha;850;Umtraha;4
482;fu_state_area_1339;Far West Lokout;1339;Far West Lokout;4
483;fu_state_area_1361;Northern Heart Mountains;1361;Northern Heart Mountains;4
484;fu_state_area_1481;Saltlarenstadt;1481;Saltlarenstadt;4
485;fu_state_area_639;Dobrushund;639;Dobrushund;4
486;fu_state_area_1364;Marossqenardhu;1364;Marossqenardhu;5
487;fu_state_area_1305;Naval Hub;1305;Naval Hub;4
488;fu_state_area_1226;White Town;1226;White Town;5
489;fu_state_area_998;Gvin Tharun;998;Gvin Tharun;4
490;fu_state_area_1209;East Dourouhtei;1209;East Dourouhtei;4
491;fu_state_area_1477;South Kronkia 8;1477;South Kronkia 8;5
492;fu_state_area_933;Bassaitte;933;Bassaitte;4
493;fu_state_area_1014;Candoburg;1014;Candoburg;4
494;fu_state_area_507;Fishtun;507;Fishtun;5
495;fu_state_area_512;Ataropolis;512;Ataropolis;4
496;fu_state_area_950;Gortian Prairie;950;Gortian Prairie;4
497;fu_state_area_1115;Kribble;1115;Kribble;5
498;fu_state_area_1420;Zentralpraw;1420;Zentralpraw;4
499;fu_state_area_337;Smurden;337;Smurden;4
500;fu_state_area_1446;Eibel;1446;Eibel;5
501;fu_state_area_1512;North Fodaria 13;1512;North Fodaria 13;4
502;fu_state_area_1414;Perawgen;1414;Perawgen;5
503;fu_state_area_849;Yeryk;849;Yeryk;4
504;fu_state_area_23;Meowgeve;23;Meowgeve;4
505;fu_state_area_281;Velardennes;281;Velardennes;5
506;fu_state_area_752;Armhop;752;Armhop;4
507;fu_state_area_1041;Saltlarenstadt;1041;Saltlarenstadt;4
508;fu_state_area_550;Kattnecy;550;Kattnecy;5
509;fu_state_area_1476;North Kronkia 7;1476;North Kronkia 7;4
510;fu_state_area_808;Costadipesci;808;Costadipesci;5
511;fu_state_area_635;Barkzyr;635;Barkzyr;4
512;fu_state_area_523;Katzkat;523;Katzkat;5
513;fu_state_area_651;Stronberg;651;Stronberg;5
514;fu_state_area_1046;Nordkraben;1046;Nordkraben;5
515;fu_state_area_582;Westen-Tigar;582;Westen-Tigar;4
516;fu_state_area_354;Datlof;354;Datlof;4
517;fu_state_area_267;Khatshaeta;267;Khatshaeta;5
518;fu_state_area_514;Solkatzia;514;Solkatzia;4
519;fu_state_area_724;Vasiekoi;724;Vasiekoi;6
520;fu_state_area_1190;Varhk;1190;Varhk;4
521;fu_state_area_1328;Novoyinjaya;1328;Novoyinjaya;4
522;fu_state_area_144;South Cize;144;South Cize;4
523;fu_state_area_1291;Quantus Hub;1291;Quantus Hub;4
524;fu_state_area_491;Srednjezemland;491;Srednjezemland;5
525;fu_state_area_1505;Myriad;1505;Myriad;5
526;fu_state_area_366;Grove Bounds;366;Grove Bounds;4
527;fu_state_area_1335;East Lokout;1335;East Lokout;4
528;fu_state_area_1500;North Kronkia 1;1500;North Kronkia 1;4
529;fu_state_area_794;Kàpagroek;794;Kàpagroek;4
530;fu_state_area_81;Near North Flerk;81;Near North Flerk;6
531;fu_state_area_106;Kittenia;106;Kittenia;5
532;fu_state_area_1338;Moushruque;1338;Moushruque;5
533;fu_state_area_1408;Auralia;1408;Auralia;4
534;fu_state_area_124;Philroen;124;Philroen;4
535;fu_state_area_1537;Alabaster;1537;Alabaster;4
536;fu_state_area_1037;South Crabby Shores;1037;South Crabby Shores;4
537;fu_state_area_646;Meowntreal;646;Meowntreal;5
538;fu_state_area_1169;Rustinia;1169;Rustinia;5
539;fu_state_area_1256;Griffinville;1256;Griffinville;5
540;fu_state_area_982;Bramballia;982;Bramballia;3
541;fu_state_area_1494;Lower Amphibia 10;1494;Lower Amphibia 10;4
542;fu_state_area_154;Brewtun;154;Brewtun;4
543;fu_state_area_299;Dofusbourg;299;Dofusbourg;5
544;fu_state_area_542;Kibblebaden;542;Kibblebaden;6
545;fu_state_area_656;Kokoblentz;656;Kokoblentz;4
546;fu_state_area_136;Western Grand Hills;136;Western Grand Hills;4
547;fu_state_area_775;Fiftybun;775;Fiftybun;5
548;fu_state_area_1212;Medoughlin;1212;Medoughlin;5
549;fu_state_area_526;West Meterhills;526;West Meterhills;5
550;fu_state_area_633;Wolfgorod;633;Wolfgorod;5
551;fu_state_area_944;Novoshia;944;Novoshia;5
552;fu_state_area_1492;Central Amphibia 8;1492;Central Amphibia 8;4
553;fu_state_area_493;Banaplanina;493;Banaplanina;5
554;fu_state_area_1469;Gepardenhausen;1469;Gepardenhausen;4
555;fu_state_area_47;Clawrence;47;Clawrence;4
556;fu_state_area_506;Saru;506;Saru;5
557;fu_state_area_1424;Far South Macafia 15;1424;Far South Macafia 15;6
558;fu_state_area_548;Lionlakstadt;548;Lionlakstadt;5
559;fu_state_area_627;Minskbark;627;Minskbark;5
560;fu_state_area_557;Katzberg;557;Katzberg;4
561;fu_state_area_291;Taevuirae;291;Taevuirae;5
562;fu_state_area_510;Liaküste;510;Liaküste;5
563;fu_state_area_57;Mleow;57;Mleow;4
564;fu_state_area_563;Celstor;563;Celstor;4
565;fu_state_area_579;Konnon;579;Konnon;5
566;fu_state_area_799;Septentri;799;Septentri;5
567;fu_state_area_785;Bundor;785;Bundor;5
568;fu_state_area_128;Magnitokronsk;128;Magnitokronsk;4
569;fu_state_area_931;Tihanian Woodlands;931;Tihanian Woodlands;5
570;fu_state_area_658;Leipig;658;Leipig;5
571;fu_state_area_439;East Tundrabor;439;East Tundrabor;5
572;fu_state_area_815;Castellaquercia;815;Castellaquercia;5
573;fu_state_area_930;Zentraloshien;930;Zentraloshien;5
574;fu_state_area_1376;Pandezia;1376;Pandezia;6
575;fu_state_area_1244;South Central Ezicania;1244;South Central Ezicania;4
576;fu_state_area_1055;South Yinjetopol;1055;South Yinjetopol;4
577;fu_state_area_913;North Arlenisk;913;North Arlenisk;4
578;fu_state_area_575;Exene;575;Exene;5
579;fu_state_area_203;Yijnov;203;Yijnov;4
580;fu_state_area_105;Sankt Krokersburg;105;Sankt Krokersburg;5
581;fu_state_area_786;Morghare;786;Morghare;5
582;fu_state_area_571;Point Ene;571;Point Ene;4
583;fu_state_area_1409;Kittenia;1409;Kittenia;5
584;fu_state_area_1330;Far North Lokout 3;1330;Far North Lokout 3;5
585;fu_state_area_910;Uststadt;910;Uststadt;5
586;fu_state_area_121;Struken;121;Struken;5
587;fu_state_area_367;Near West Tipanum;367;Near West Tipanum;5
588;fu_state_area_951;Cape Novi;951;Cape Novi;5
589;fu_state_area_295;Latarada;295;Latarada;6
590;fu_state_area_306;Pouldrezique;306;Pouldrezique;5
591;fu_state_area_1530;Lower Amphibia 1;1530;Lower Amphibia 1;5
592;fu_state_area_918;Belkansavet;918;Belkansavet;5
593;fu_state_area_1172;Tsayan Mounts;1172;Tsayan Mounts;4
594;fu_state_area_1554;Lower Catalia 10;1554;Lower Catalia 10;5
595;fu_state_area_743;Aurlean;743;Aurlean;4
596;fu_state_area_907;Nerva;907;Nerva;5
597;fu_state_area_891;Aelveahein;891;Aelveahein;4
598;fu_state_area_1036;Ezikyinjatz;1036;Ezikyinjatz;5
599;fu_state_area_1493;Upper Amphibia 9;1493;Upper Amphibia 9;5
600;fu_state_area_521;Ostmeopin;521;Ostmeopin;4
601;fu_state_area_980;Bramble Range;980;Bramble Range;5
602;fu_state_area_126;Bojnika Coast;126;Bojnika Coast;5
603;fu_state_area_1146;Far West Great Hill 3;1146;Far West Great Hill 3;5
604;fu_state_area_1511;Near Fodaria 12;1511;Near Fodaria 12;5
605;fu_state_area_615;Lunre;615;Lunre;7
606;fu_state_area_936;Dhalmaciti;936;Dhalmaciti;4
607;fu_state_area_397;Southwestern Marshes;397;Southwestern Marshes;5
608;fu_state_area_943;New Novarat;943;New Novarat;4
609;fu_state_area_21;Tarrakis;21;Tarrakis;5
610;fu_state_area_609;Valaros;609;Valaros;5
611;fu_state_area_1182;Ehw Fauah;1182;Ehw Fauah;6
612;fu_state_area_551;Mewport;551;Mewport;4
613;fu_state_area_1331;East Puffy Island;1331;East Puffy Island;4
614;fu_state_area_1372;Northern Melkhiigra;1372;Northern Melkhiigra;5
615;fu_state_area_1187;San-Sebakestian;1187;San-Sebakestian;4
616;fu_state_area_1531;Pincarograd;1531;Pincarograd;5
617;fu_state_area_1267;North Northern Ezicania;1267;North Northern Ezicania;4
618;fu_state_area_1520;Far South Amphibia 6;1520;Far South Amphibia 6;6
619;fu_state_area_416;Great Gap;416;Great Gap;4
620;fu_state_area_762;Lhara;762;Lhara;5
621;fu_state_area_277;Southern Chok;277;Southern Chok;6
622;fu_state_area_598;Kattailwald;598;Kattailwald;4
623;fu_state_area_852;Imakani;852;Imakani;5
624;fu_state_area_1176;Preballens;1176;Preballens;5
625;fu_state_area_49;Ooooex;49;Ooooex;5
626;fu_state_area_1094;Far North Lokout;1094;Far North Lokout;5
627;fu_state_area_1045;Magnitokronsk;1045;Magnitokronsk;6
628;fu_state_area_530;Mau-Vegas;530;Mau-Vegas;4
629;fu_state_area_1336;Mushbarraz;1336;Mushbarraz;5
630;fu_state_area_561;Brambaceg;561;Brambaceg;5
631;fu_state_area_196;Siaufokisj;196;Siaufokisj;4
632;fu_state_area_269;Pegasia;269;Pegasia;4
633;fu_state_area_486;Meoshores;486;Meoshores;5
634;fu_state_area_244;Dominiontracks;244;Dominiontracks;6
635;fu_state_area_948;New Dogeheit;948;New Dogeheit;6
636;fu_state_area_1139;West Great Hill;1139;West Great Hill;6
637;fu_state_area_82;Mount Fleather;82;Mount Fleather;5
638;fu_state_area_919;Bojnika Mountains;919;Bojnika Mountains;5
639;fu_state_area_1166;Jeunes-Habitants;1166;Jeunes-Habitants;4
640;fu_state_area_1303;Naturopolis;1303;Naturopolis;5
641;fu_state_area_1211;Mahin Geh;1211;Mahin Geh;5
642;fu_state_area_1522;Far West Fodaria 8;1522;Far West Fodaria 8;5
643;fu_state_area_772;Carot Springs;772;Carot Springs;6
644;fu_state_area_1103;Makaktun;1103;Makaktun;6
645;fu_state_area_426;Eastern Hushed Forest;426;Eastern Hushed Forest;4
646;fu_state_area_1195;S'jet;1195;S'jet;5
647;fu_state_area_1523;Karksovk;1523;Karksovk;4
648;fu_state_area_1028;Grove Plains;1028;Grove Plains;5
649;fu_state_area_1407;Neu-Meowleans;1407;Neu-Meowleans;5
650;fu_state_area_1286;Leapbound;1286;Leapbound;5
651;fu_state_area_122;Lynxsi;122;Lynxsi;4
652;fu_state_area_647;Luxempaw;647;Luxempaw;5
653;fu_state_area_937;Bobbian Plains;937;Bobbian Plains;5
654;fu_state_area_1279;West Euenum;1279;West Euenum;5
655;fu_state_area_920;Northern Nerva;920;Northern Nerva;5
656;fu_state_area_246;Neunovien Hills;246;Neunovien Hills;6
657;fu_state_area_804;Nouvelle Yorke;804;Nouvelle Yorke;5
658;fu_state_area_111;Mewdar;111;Mewdar;5
659;fu_state_area_934;Kroassiciti;934;Kroassiciti;5
660;fu_state_area_485;Pawscow;485;Pawscow;6
661;fu_state_area_1417;Rat;1417;Rat;5
662;fu_state_area_259;Inner Novoshia;259;Inner Novoshia;5
663;fu_state_area_292;Poitouamie;292;Poitouamie;5
664;fu_state_area_979;The Dish;979;The Dish;5
665;fu_state_area_1258;Big Rock;1258;Big Rock;6
666;fu_state_area_99;Mirbel;99;Mirbel;5
667;fu_state_area_123;Waimern;123;Waimern;6
668;fu_state_area_630;Cutelogne;630;Cutelogne;5
669;fu_state_area_1270;Ranagrad;1270;Ranagrad;6
670;fu_state_area_722;Midi-Viennadie;722;Midi-Viennadie;6
671;fu_state_area_963;Southern Hervus;963;Southern Hervus;4
672;fu_state_area_726;Galloping Crossing;726;Galloping Crossing;5
673;fu_state_area_1510;Luzienskatz;1510;Luzienskatz;6
674;fu_state_area_1332;Tripuffli;1332;Tripuffli;5
675;fu_state_area_1310;Far West Southport;1310;Far West Southport;5
676;fu_state_area_1344;Far East Lokout 5;1344;Far East Lokout 5;5
677;fu_state_area_1053;Genevekt;1053;Genevekt;5
678;fu_state_area_1356;Novmere;1356;Novmere;5
679;fu_state_area_659;Challe;659;Challe;5
680;fu_state_area_617;Teragaron;617;Teragaron;5
681;fu_state_area_234;Aveibrigado;234;Aveibrigado;5
682;fu_state_area_519;Grönawgen;519;Grönawgen;5
683;fu_state_area_217;West Novoyinjaya;217;West Novoyinjaya;5
684;fu_state_area_1009;Eastern Shroom Hills;1009;Eastern Shroom Hills;6
685;fu_state_area_1080;Far East Lokout 10;1080;Far East Lokout 10;5
686;fu_state_area_1445;Saltille;1445;Saltille;5
687;fu_state_area_1314;Centragorz;1314;Centragorz;5
688;fu_state_area_1484;Kokodesa;1484;Kokodesa;5
689;fu_state_area_1533;Humusenski;1533;Humusenski;5
690;fu_state_area_490;Blasteropolis;490;Blasteropolis;5
691;fu_state_area_423;Near South Harelene;423;Near South Harelene;5
692;fu_state_area_168;Catburg;168;Catburg;5
693;fu_state_area_1318;South Ezikyinjatz;1318;South Ezikyinjatz;5
694;fu_state_area_133;Meterhills;133;Meterhills;4
695;fu_state_area_642;Carbarktsonnitz;642;Carbarktsonnitz;5
696;fu_state_area_90;Elowia;90;Elowia;5
697;fu_state_area_282;Kattailhain;282;Kattailhain;5
698;fu_state_area_1067;Western Broukburn;1067;Western Broukburn;5
699;fu_state_area_1129;Nibamt;1129;Nibamt;5
700;fu_state_area_1326;Malyrali;1326;Malyrali;5
701;fu_state_area_278;Moussie;278;Moussie;5
702;fu_state_area_834;Purriland;834;Purriland;6
703;fu_state_area_1438;Meadrech;1438;Meadrech;5
704;fu_state_area_444;Extreme Ridges;444;Extreme Ridges;5
705;fu_state_area_959;Daslai;959;Daslai;6
706;fu_state_area_178;Flusojdina;178;Flusojdina;5
707;fu_state_area_629;Grodnogrowl;629;Grodnogrowl;5
708;fu_state_area_1012;Western Shroom Hills;1012;Western Shroom Hills;5
709;fu_state_area_482;Sankt Mikhailsburg;482;Sankt Mikhailsburg;6
710;fu_state_area_1550;East Fodaria 6;1550;East Fodaria 6;5
711;fu_state_area_1029;Millennial Frontier;1029;Millennial Frontier;5
712;fu_state_area_1048;Praeliumen;1048;Praeliumen;5
713;fu_state_area_1221;South Svitankovia;1221;South Svitankovia;5
714;fu_state_area_357;Tenetianen;357;Tenetianen;6
715;fu_state_area_522;Altestadt;522;Altestadt;5
716;fu_state_area_1229;Honelmyra;1229;Honelmyra;6
717;fu_state_area_953;Shar;953;Shar;6
718;fu_state_area_1272;Tsarigrad;1272;Tsarigrad;5
719;fu_state_area_1413;Purrarienstadt;1413;Purrarienstadt;6
720;fu_state_area_776;Bunfast;776;Bunfast;5
721;fu_state_area_511;Stri;511;Stri;5
722;fu_state_area_1254;North Flerk;1254;North Flerk;5
723;fu_state_area_252;South Western New Kastra;252;South Western New Kastra;5
724;fu_state_area_254;Mewlsass;254;Mewlsass;5
725;fu_state_area_190;Katezic;190;Katezic;5
726;fu_state_area_1010;Ost-Kattailwald;1010;Ost-Kattailwald;5
727;fu_state_area_1231;East Bearlin;1231;East Bearlin;7
728;fu_state_area_1337;Yanbasidi;1337;Yanbasidi;6
729;fu_state_area_153;Lyuin;153;Lyuin;5
730;fu_state_area_1257;Summerdale;1257;Summerdale;7
731;fu_state_area_478;Barkenbadden;478;Barkenbadden;5
732;fu_state_area_540;Kittensdorf;540;Kittensdorf;5
733;fu_state_area_923;Rossevanejt;923;Rossevanejt;5
734;fu_state_area_76;Crabby Shores;76;Crabby Shores;5
735;fu_state_area_1035;Kronkhanghelsk;1035;Kronkhanghelsk;5
736;fu_state_area_344;Watermaster Domain;344;Watermaster Domain;6
737;fu_state_area_1486;Far West Fodaria 2;1486;Far West Fodaria 2;6
738;fu_state_area_255;Pferdwaldgebiet;255;Pferdwaldgebiet;6
739;fu_state_area_1430;Scratchausen;1430;Scratchausen;6
740;fu_state_area_616;Pawcegi;616;Pawcegi;5
741;fu_state_area_1193;Muffintilla;1193;Muffintilla;6
742;fu_state_area_520;Elowineapolis;520;Elowineapolis;5
743;fu_state_area_641;Tailgorod;641;Tailgorod;5
744;fu_state_area_1123;Ventown;1123;Ventown;5
745;fu_state_area_1266;Near East Northern Ezicania;1266;Near East Northern Ezicania;7
746;fu_state_area_843;Parachute;843;Parachute;7
747;fu_state_area_1359;Armealnia;1359;Armealnia;6
748;fu_state_area_728;High Hill;728;High Hill;5
749;fu_state_area_473;Westpaw;473;Westpaw;5
750;fu_state_area_822;Sagespire;822;Sagespire;5
751;fu_state_area_736;Moulinet;736;Moulinet;5
752;fu_state_area_413;West Tipanum;413;West Tipanum;6
753;fu_state_area_480;Barkmonts;480;Barkmonts;5
754;fu_state_area_939;Kisastrat;939;Kisastrat;6
755;fu_state_area_938;Heimlichstaat;938;Heimlichstaat;5
756;fu_state_area_1489;Crastoust;1489;Crastoust;6
757;fu_state_area_628;Brestbone;628;Brestbone;5
758;fu_state_area_274;Buyrity;274;Buyrity;5
759;fu_state_area_227;Yinjetopol;227;Yinjetopol;6
760;fu_state_area_614;Varinka;614;Varinka;5
761;fu_state_area_104;Katzhaus;104;Katzhaus;5
762;fu_state_area_1351;Batosani;1351;Batosani;5
763;fu_state_area_165;Iorn;165;Iorn;6
764;fu_state_area_816;Foresta Grande;816;Foresta Grande;5
765;fu_state_area_1250;Southern Svitanok Desert;1250;Southern Svitanok Desert;5
766;fu_state_area_603;Meowmeow;603;Meowmeow;6
767;fu_state_area_723;Illiberie;723;Illiberie;5
768;fu_state_area_97;Kittyshores;97;Kittyshores;5
769;fu_state_area_1365;Yinjite Forest;1365;Yinjite Forest;7
770;fu_state_area_319;Obscurie;319;Obscurie;5
771;fu_state_area_1242;Funghrène;1242;Funghrène;6
772;fu_state_area_1255;Honey Pass;1255;Honey Pass;5
773;fu_state_area_41;Pouchkintton;41;Pouchkintton;6
774;fu_state_area_132;Lionsbach;132;Lionsbach;6
775;fu_state_area_350;Beauparc;350;Beauparc;5
776;fu_state_area_782;Shimmering Hills;782;Shimmering Hills;4
777;fu_state_area_1119;Katzburg;1119;Katzburg;6
778;fu_state_area_1186;Granajón;1186;Granajón;5
779;fu_state_area_173;Lionsburg;173;Lionsburg;5
780;fu_state_area_531;Purrton;531;Purrton;5
781;fu_state_area_410;Arctic Shores;410;Arctic Shores;6
782;fu_state_area_1406;Elteriak;1406;Elteriak;5
783;fu_state_area_1089;Far South Lokout;1089;Far South Lokout;6
784;fu_state_area_513;Kibblesplein;513;Kibblesplein;6
785;fu_state_area_1545;Yhabarovsk;1545;Yhabarovsk;6
786;fu_state_area_284;Solemom;284;Solemom;5
787;fu_state_area_660;Chantaw;660;Chantaw;6
788;fu_state_area_1181;Koasski;1181;Koasski;6
789;fu_state_area_351;Shingia;351;Shingia;5
790;fu_state_area_1179;Potro;1179;Potro;6
791;fu_state_area_778;Hopping Meadows;778;Hopping Meadows;6
792;fu_state_area_432;Plavetan Groves;432;Plavetan Groves;5
793;fu_state_area_764;Buyantse;764;Buyantse;5
794;fu_state_area_978;Tundrabor;978;Tundrabor;6
795;fu_state_area_1032;Upper Vasmar Ridge;1032;Upper Vasmar Ridge;6
796;fu_state_area_1180;Rodridough;1180;Rodridough;6
797;fu_state_area_1485;Far East Fodaria 1;1485;Far East Fodaria 1;6
798;fu_state_area_492;Ost-Pawstion;492;Ost-Pawstion;6
799;fu_state_area_1360;Baguetta;1360;Baguetta;6
800;fu_state_area_101;Near North Western Ejac;101;Near North Western Ejac;6
801;fu_state_area_89;Stronya;89;Stronya;7
802;fu_state_area_718;Owaeville;718;Owaeville;6
803;fu_state_area_1263;Near North Northern Heart Mountains;1263;Near North Northern Heart Mountains;6
804;fu_state_area_529;Grossgato;529;Grossgato;6
805;fu_state_area_265;Gallopia;265;Gallopia;6
806;fu_state_area_1214;Eulyssian Interfluve;1214;Eulyssian Interfluve;6
807;fu_state_area_1153;Far West Southern Stollparche 4;1153;Far West Southern Stollparche 4;6
808;fu_state_area_1038;Humusenski;1038;Humusenski;6
809;fu_state_area_470;Mediamus;470;Mediamus;7
810;fu_state_area_631;Jimmygorod;631;Jimmygorod;6
811;fu_state_area_757;Botetown;757;Botetown;6
812;fu_state_area_400;East Craiovetzi;400;East Craiovetzi;6
813;fu_state_area_1168;Paysages;1168;Paysages;7
814;fu_state_area_345;Western Novhurst;345;Western Novhurst;6
815;fu_state_area_607;Ajax;607;Ajax;7
816;fu_state_area_727;Shady Creek;727;Shady Creek;6
817;fu_state_area_1185;Toledough;1185;Toledough;7
818;fu_state_area_515;Atarstadt;515;Atarstadt;6
819;fu_state_area_131;Grüyettburg;131;Grüyettburg;6
820;fu_state_area_1052;Krokodil;1052;Krokodil;5
821;fu_state_area_214;Beownat;214;Beownat;6
822;fu_state_area_1301;South Infernum's Castle;1301;South Infernum's Castle;7
823;fu_state_area_759;Bunrry;759;Bunrry;6
824;fu_state_area_901;Near South Cize;901;Near South Cize;5
825;fu_state_area_147;Neu-Winston;147;Neu-Winston;6
826;fu_state_area_1327;Cancrigrad;1327;Cancrigrad;6
827;fu_state_area_285;Démotagne;285;Démotagne;6
828;fu_state_area_149;Kijovt;149;Kijovt;6
829;fu_state_area_1149;Far East Monke Slopes;1149;Far East Monke Slopes;6
830;fu_state_area_496;Meowfelde;496;Meowfelde;6
831;fu_state_area_198;Southern Stollparche;198;Southern Stollparche;5
832;fu_state_area_1114;Miestan;1114;Miestan;5
833;fu_state_area_638;Blasterburg;638;Blasterburg;7
834;fu_state_area_427;Near East Irkentia;427;Near East Irkentia;6
835;fu_state_area_1137;Queensberg;1137;Queensberg;5
836;fu_state_area_744;Saumme;744;Saumme;6
837;fu_state_area_322;Zharr Station;322;Zharr Station;6
838;fu_state_area_554;Meowcerne;554;Meowcerne;7
839;fu_state_area_1252;South Flerk;1252;South Flerk;6
840;fu_state_area_1174;Bragallet;1174;Bragallet;6
841;fu_state_area_1235;Far North Northern Heart Mountains 3;1235;Far North Northern Heart Mountains 3;6
842;fu_state_area_257;West Plaz;257;West Plaz;6
843;fu_state_area_374;Clawlogne;374;Clawlogne;6
844;fu_state_area_733;Fossemontre;733;Fossemontre;6
845;fu_state_area_156;Atarilla;156;Atarilla;6
846;fu_state_area_618;Shromar;618;Shromar;7
847;fu_state_area_1363;Psossqe;1363;Psossqe;6
848;fu_state_area_729;Northern Pegasia;729;Northern Pegasia;6
849;fu_state_area_751;Bundraford;751;Bundraford;5
850;fu_state_area_1203;Sabadeirado;1203;Sabadeirado;6
851;fu_state_area_1439;North Drakenburg;1439;North Drakenburg;6
852;fu_state_area_359;Lakeside City;359;Lakeside City;7
853;fu_state_area_640;Gomelhound;640;Gomelhound;6
854;fu_state_area_1287;Chaparallia;1287;Chaparallia;6
855;fu_state_area_1111;Batisoara;1111;Batisoara;6
856;fu_state_area_1261;Fort Bear;1261;Fort Bear;7
857;fu_state_area_1083;Far East Lokout 4;1083;Far East Lokout 4;6
858;fu_state_area_447;Froicoubeh;447;Froicoubeh;1
859;fu_state_area_175;Hofungi;175;Hofungi;6
860;fu_state_area_484;Mogiluff;484;Mogiluff;6
861;fu_state_area_1288;Copse Shores;1288;Copse Shores;7
862;fu_state_area_53;West Western Ejac;53;West Western Ejac;6
863;fu_state_area_503;Bloozega;503;Bloozega;6
864;fu_state_area_163;North Plaz;163;North Plaz;6
865;fu_state_area_194;Far West Southern Stollparche 3;194;Far West Southern Stollparche 3;6
866;fu_state_area_1101;Monke Slopes;1101;Monke Slopes;6
867;fu_state_area_534;Mittelmewxico;534;Mittelmewxico;6
868;fu_state_area_497;Nhalutt;497;Nhalutt;6
869;fu_state_area_406;Greater Bunville;406;Greater Bunville;6
870;fu_state_area_1102;Bostroolia;1102;Bostroolia;7
871;fu_state_area_1342;Near South Lokout;1342;Near South Lokout;7
872;fu_state_area_329;Novari;329;Novari;6
873;fu_state_area_926;Basquerud;926;Basquerud;6
874;fu_state_area_636;Dogno;636;Dogno;6
875;fu_state_area_1251;East Crabby Shores;1251;East Crabby Shores;6
876;fu_state_area_1175;Callidus;1175;Callidus;6
877;fu_state_area_1117;Felinenkost;1117;Felinenkost;6
878;fu_state_area_1140;Buzzlyn;1140;Buzzlyn;7
879;fu_state_area_1405;Mimifell;1405;Mimifell;6
880;fu_state_area_315;Balreska;315;Balreska;6
881;fu_state_area_621;Zuspaw;621;Zuspaw;7
882;fu_state_area_1058;Leónduja;1058;Leónduja;6
883;fu_state_area_1228;Port Urscyd;1228;Port Urscyd;7
884;fu_state_area_578;Binettestadt;578;Binettestadt;7
885;fu_state_area_471;Polatspoodle;471;Polatspoodle;7
886;fu_state_area_546;Janglastadt;546;Janglastadt;7
887;fu_state_area_1353;Rheilen;1353;Rheilen;7
888;fu_state_area_311;Goaghan Steppes;311;Goaghan Steppes;6
889;fu_state_area_924;Hopplandesk;924;Hopplandesk;6
890;fu_state_area_103;Mewverest;103;Mewverest;6
891;fu_state_area_524;Southeastern Grand Hills;524;Southeastern Grand Hills;6
892;fu_state_area_1357;Novhurst;1357;Novhurst;6
893;fu_state_area_1527;Kerm;1527;Kerm;6
894;fu_state_area_1054;Kronmea;1054;Kronmea;7
895;fu_state_area_1100;Bergtun;1100;Bergtun;6
896;fu_state_area_1241;Far East Lokout 9;1241;Far East Lokout 9;6
897;fu_state_area_140;Itchiloo;140;Itchiloo;7
898;fu_state_area_232;Fangsani;232;Fangsani;7
899;fu_state_area_1374;Ponedresa;1374;Ponedresa;7
900;fu_state_area_1491;West Amphibia 7;1491;West Amphibia 7;7
901;fu_state_area_625;Central Zuspriland;625;Central Zuspriland;6
902;fu_state_area_1234;West Bearlin;1234;West Bearlin;8
903;fu_state_area_435;Irkentia;435;Irkentia;6
904;fu_state_area_216;Yinjozhizhia;216;Yinjozhizhia;6
905;fu_state_area_1200;Churrilbao;1200;Churrilbao;6
906;fu_state_area_1283;East Irkentia;1283;East Irkentia;6
907;fu_state_area_1325;Great Kraksia;1325;Great Kraksia;6
908;fu_state_area_1549;South Fodaria 5;1549;South Fodaria 5;6
909;fu_state_area_215;Tilque;215;Tilque;7
910;fu_state_area_395;Lily Groves;395;Lily Groves;7
911;fu_state_area_75;Near West Flerk;75;Near West Flerk;6
912;fu_state_area_610;Titanus;610;Titanus;7
913;fu_state_area_842;Drillbit;842;Drillbit;7
