province_id;kind;terrain_index;terrain_category
1374;land;0;grasslands
1375;land;0;grasslands
1376;land;0;grasslands
1377;land;0;grasslands
1378;land;0;grasslands
1379;land;1;hills
1380;land;255;woods
1381;land;0;grasslands
1382;land;0;grasslands
1383;land;0;grasslands
1384;land;6;mountain
1385;land;6;mountain
1386;land;1;hills
1387;land;1;hills
1388;land;1;hills
1389;land;10;farmlands
1390;land;6;mountain
1391;land;6;mountain
1392;land;255;woods
1393;land;0;grasslands
1394;land;255;woods
1395;land;255;woods
1396;land;6;mountain
1397;land;6;mountain
1398;land;9;marsh
1399;land;9;marsh
1400;land;20;savannah
1401;land;12;forest
1402;land;1;hills
1403;land;1;hills
1404;land;254;jungle
1405;land;254;jungle
1406;land;254;jungle
1407;land;254;jungle
1408;land;254;jungle
1409;land;9;marsh
1410;land;9;marsh
1411;land;9;marsh
1412;land;9;marsh
1413;land;0;grasslands
1414;land;0;grasslands
1415;land;6;mountain
1416;land;1;hills
1417;land;12;forest
1418;land;12;forest
1419;land;0;grasslands
1420;land;6;mountain
1421;land;255;woods
1422;land;255;woods
1423;land;1;hills
1424;land;0;grasslands
1425;land;0;grasslands
1426;land;0;grasslands
1427;land;255;woods
1428;land;255;woods
1429;land;255;woods
1430;land;1;hills
1431;land;1;hills
1432;land;6;mountain
1433;land;0;grasslands
1434;land;12;forest
1435;land;6;mountain
1436;land;9;marsh
1437;land;9;marsh
1438;land;9;marsh
1439;land;12;forest
1440;land;12;forest
1441;land;12;forest
1442;land;12;forest
1443;land;0;grasslands
1444;land;0;grasslands
1445;land;0;grasslands
1446;land;0;grasslands
1447;land;0;grasslands
1448;land;3;desert
1449;land;1;hills
1450;land;12;forest
1451;land;1;hills
1452;land;1;hills
1453;land;255;woods
1454;land;255;woods
1455;land;255;woods
1456;land;254;jungle
1457;land;1;hills
1458;land;255;woods
1459;land;255;woods
1460;land;12;forest
1461;land;12;forest
1462;land;12;forest
1463;land;12;forest
1464;land;12;forest
1465;land;6;mountain
1466;land;0;grasslands
1467;land;1;hills
1468;land;0;grasslands
1469;land;255;woods
1470;land;6;mountain
1471;land;6;mountain
1472;land;0;grasslands
1473;land;0;grasslands
1474;land;0;grasslands
1475;land;0;grasslands
1476;land;0;grasslands
1477;land;0;grasslands
1478;land;0;grasslands
1479;land;12;forest
1480;land;0;grasslands
1481;land;1;hills
1482;land;1;hills
1483;land;1;hills
1484;land;1;hills
1485;land;6;mountain
1486;land;6;mountain
1487;land;3;desert
1488;land;0;grasslands
1489;land;0;grasslands
1490;land;0;grasslands
1491;land;0;grasslands
1492;land;9;marsh
1493;land;6;mountain
1494;land;0;grasslands
1495;land;6;mountain
1496;land;255;woods
1497;land;9;marsh
1498;land;9;marsh
1499;land;9;marsh
1500;land;9;marsh
1501;land;9;marsh
1502;land;9;marsh
1503;land;9;marsh
1504;land;9;marsh
1505;land;12;forest
1506;land;254;jungle
1507;land;254;jungle
1508;land;254;jungle
1509;land;1;hills
1510;land;1;hills
1511;land;1;hills
1512;land;1;hills
1513;land;12;forest
1514;land;255;woods
1515;land;255;woods
1516;land;255;woods
1517;land;1;hills
1518;land;1;hills
1519;land;255;woods
1520;land;255;woods
1521;land;255;woods
1522;land;1;hills
1523;land;255;woods
1524;land;255;woods
1525;land;9;marsh
1526;land;12;forest
1527;land;12;forest
1528;land;10;farmlands
1529;land;6;mountain
1530;land;12;forest
1531;land;0;grasslands
1532;land;255;woods
1533;land;6;mountain
1534;land;6;mountain
1535;land;6;mountain
1536;land;9;marsh
1537;land;6;mountain
1538;land;6;mountain
1539;land;0;grasslands
1540;land;255;woods
1541;land;255;woods
1542;land;255;woods
1543;land;12;forest
1544;land;6;mountain
1545;land;1;hills
1546;land;1;hills
1547;land;1;hills
1548;land;255;woods
1549;land;255;woods
1550;land;255;woods
1551;land;12;forest
1552;land;6;mountain
1553;land;1;hills
1554;land;255;woods
1555;land;1;hills
1556;land;6;mountain
1557;land;6;mountain
1558;land;9;marsh
1559;land;1;hills
1560;land;12;forest
1561;land;12;forest
1562;land;6;mountain
1563;land;0;grasslands
1564;land;0;grasslands
1565;land;0;grasslands
1566;land;0;grasslands
1567;land;255;woods
1568;land;255;woods
1569;land;255;woods
1570;land;9;marsh
1571;land;9;marsh
1572;land;255;woods
1573;land;255;woods
1574;land;255;woods
1575;land;255;woods
1576;land;0;grasslands
1577;land;0;grasslands
1578;land;0;grasslands
1579;land;0;grasslands
1580;land;0;grasslands
1581;land;0;grasslands
1582;land;0;grasslands
1583;land;0;grasslands
1584;land;0;grasslands
1585;land;6;mountain
1586;land;255;woods
1587;land;255;woods
1588;land;255;woods
1589;land;255;woods
1590;land;0;grasslands
1591;land;0;grasslands
1592;land;0;grasslands
1593;land;0;grasslands
1594;land;0;grasslands
1595;land;1;hills
1596;land;1;hills
1597;land;6;mountain
1598;land;1;hills
1599;land;9;marsh
1600;land;1;hills
1601;land;6;mountain
1602;land;1;hills
1603;land;1;hills
1604;land;1;hills
1605;land;1;hills
1606;land;6;mountain
1607;land;6;mountain
1608;land;6;mountain
1609;land;9;marsh
1610;land;9;marsh
1611;land;9;marsh
1612;land;1;hills
1613;land;1;hills
1614;land;1;hills
1615;land;0;grasslands
1616;land;0;grasslands
1617;land;1;hills
1618;land;6;mountain
1619;land;12;forest
1620;land;12;forest
1621;land;12;forest
1622;land;12;forest
1623;land;0;grasslands
1624;land;0;grasslands
1625;land;12;forest
1626;land;12;forest
1627;land;12;forest
1628;land;6;mountain
1629;land;6;mountain
1630;land;0;grasslands
1631;land;0;grasslands
1632;land;0;grasslands
1633;land;6;mountain
1634;land;6;mountain
1635;land;6;mountain
1636;land;255;woods
1637;land;255;woods
1638;land;12;forest
1639;land;6;mountain
1640;land;6;mountain
1641;land;255;woods
1642;land;255;woods
1643;land;255;woods
1644;land;1;hills
1645;land;1;hills
1646;land;1;hills
1647;land;1;hills
1648;land;1;hills
1649;land;1;hills
1650;land;1;hills
1651;land;1;hills
1652;land;1;hills
1653;land;12;forest
1654;land;0;grasslands
1655;land;1;hills
1656;land;255;woods
1657;land;255;woods
1658;land;255;woods
1659;land;255;woods
1660;land;255;woods
1661;land;6;mountain
1662;land;6;mountain
1663;land;6;mountain
1664;land;6;mountain
1665;land;6;mountain
1666;land;6;mountain
1667;land;6;mountain
1668;land;255;woods
1669;land;255;woods
1670;land;0;grasslands
1671;land;0;grasslands
1672;land;9;marsh
1673;land;0;grasslands
1674;land;0;grasslands
1675;land;6;mountain
1676;land;6;mountain
1677;land;6;mountain
1678;land;1;hills
1679;land;6;mountain
1680;land;255;woods
1681;land;255;woods
1682;land;255;woods
1683;land;255;woods
1684;land;0;grasslands
1685;land;0;grasslands
1686;land;0;grasslands
1687;land;0;grasslands
1688;land;255;woods
1689;land;255;woods
1690;land;1;hills
1691;land;9;marsh
1692;land;9;marsh
1693;land;255;woods
1694;land;9;marsh
1695;land;9;marsh
1696;land;9;marsh
1697;land;0;grasslands
1698;land;0;grasslands
1699;land;20;savannah
1700;land;20;savannah
1701;land;20;savannah
1702;land;1;hills
1703;land;1;hills
1704;land;255;woods
1705;land;9;marsh
1706;land;1;hills
1707;land;0;grasslands
1708;land;255;woods
1709;land;255;woods
1710;land;255;woods
1711;land;9;marsh
1712;land;255;woods
1713;land;255;woods
1714;land;1;hills
1715;land;6;mountain
1716;land;1;hills
1717;land;1;hills
1718;land;254;jungle
1719;land;6;mountain
1720;land;6;mountain
1721;land;6;mountain
1722;land;0;grasslands
1723;land;0;grasslands
1724;land;0;grasslands
1725;land;0;grasslands
1726;land;3;desert
1727;land;255;woods
1728;land;255;woods
1729;land;255;woods
1730;land;1;hills
1731;land;1;hills
1732;land;255;woods
1733;land;255;woods
1734;land;9;marsh
1735;land;9;marsh
1736;land;1;hills
1737;land;6;mountain
1738;land;6;mountain
1739;land;6;mountain
1740;land;6;mountain
1741;land;6;mountain
1742;land;6;mountain
1743;land;6;mountain
1744;land;6;mountain
1745;land;6;mountain
1746;land;1;hills
1747;land;1;hills
1748;land;255;woods
1749;land;0;grasslands
1750;land;0;grasslands
1751;land;0;grasslands
1752;land;6;mountain
1753;land;0;grasslands
1754;land;0;grasslands
1755;land;0;grasslands
1756;land;0;grasslands
1757;land;0;grasslands
1758;land;0;grasslands
1759;land;0;grasslands
1760;land;1;hills
1761;land;1;hills
1762;land;1;hills
1763;land;6;mountain
1764;land;6;mountain
1765;land;12;forest
1766;land;12;forest
1767;land;12;forest
1768;land;12;forest
1769;land;3;desert
1770;land;0;grasslands
1771;land;0;grasslands
1772;land;0;grasslands
1773;land;0;grasslands
1774;land;20;savannah
1775;land;255;woods
1776;land;255;woods
1777;land;0;grasslands
1778;land;1;hills
1779;land;9;marsh
1780;land;6;mountain
1781;land;1;hills
1782;land;6;mountain
1783;land;0;grasslands
1784;land;0;grasslands
1785;land;255;woods
1786;land;10;farmlands
1787;land;9;marsh
1788;land;9;marsh
1789;land;16;glacier
1790;land;16;glacier
1791;land;0;grasslands
1792;land;0;grasslands
1793;land;0;grasslands
1794;land;0;grasslands
1795;land;255;woods
1796;land;6;mountain
1797;land;0;grasslands
1798;land;6;mountain
1799;land;1;hills
1800;land;1;hills
1801;land;1;hills
1802;land;1;hills
1803;land;6;mountain
1804;land;1;hills
1805;land;0;grasslands
1806;land;0;grasslands
1807;land;1;hills
1808;land;0;grasslands
1809;land;0;grasslands
1810;land;0;grasslands
1811;land;0;grasslands
1812;land;0;grasslands
1813;land;9;marsh
1814;land;9;marsh
1815;land;9;marsh
1816;land;9;marsh
1817;land;9;marsh
1818;land;9;marsh
1819;land;0;grasslands
1820;land;0;grasslands
1821;land;255;woods
1822;land;255;woods
1823;land;1;hills
1824;land;1;hills
1825;land;1;hills
1826;land;0;grasslands
1827;land;1;hills
1828;land;1;hills
1829;land;1;hills
1830;land;255;woods
1831;land;1;hills
1832;land;1;hills
1833;land;1;hills
1834;land;0;grasslands
1835;land;0;grasslands
1836;land;0;grasslands
1837;land;0;grasslands
1838;land;255;woods
1839;land;255;woods
1840;land;255;woods
1841;land;1;hills
1842;land;1;hills
1843;land;255;woods
1844;land;255;woods
1845;land;255;woods
1846;land;255;woods
1847;land;0;grasslands
1848;land;0;grasslands
1849;land;0;grasslands
1850;land;255;woods
1851;land;6;mountain
1852;land;1;hills
1853;land;1;hills
1854;land;1;hills
1855;land;0;grasslands
1856;land;20;savannah
1857;land;20;savannah
1858;land;255;woods
1859;land;255;woods
1860;land;255;woods
1861;land;0;grasslands
1862;land;0;grasslands
1863;land;255;woods
1864;land;255;woods
1865;land;255;woods
1866;land;255;woods
1867;land;0;grasslands
1868;land;0;grasslands
1869;land;0;grasslands
1870;land;0;grasslands
1871;land;1;hills
1872;land;255;woods
1873;land;255;woods
1874;land;1;hills
1875;land;1;hills
1876;land;1;hills
1877;land;1;hills
1878;land;0;grasslands
1879;land;0;grasslands
1880;land;0;grasslands
1881;land;0;grasslands
1882;land;0;grasslands
1883;land;0;grasslands
1884;land;255;woods
1885;land;255;woods
1886;land;6;mountain
1887;land;1;hills
1888;land;12;forest
1889;land;0;grasslands
1890;land;0;grasslands
1891;land;0;grasslands
1892;land;0;grasslands
1893;land;0;grasslands
1894;land;255;woods
1895;land;255;woods
1896;land;255;woods
1897;land;1;hills
1898;land;6;mountain
1899;land;6;mountain
1900;land;6;mountain
1901;land;6;mountain
1902;land;6;mountain
1903;land;6;mountain
1904;land;6;mountain
1905;land;6;mountain
1906;land;1;hills
1907;land;9;marsh
1908;land;9;marsh
1909;land;9;marsh
1910;land;9;marsh
1911;land;255;woods
1912;land;255;woods
1913;land;255;woods
1914;land;9;marsh
1915;land;9;marsh
1916;land;12;forest
1917;land;1;hills
1918;land;1;hills
1919;land;12;forest
1920;land;12;forest
1921;land;12;forest
1922;land;12;forest
1923;land;16;glacier
1924;land;16;glacier
1925;land;16;glacier
1926;land;255;woods
1927;land;255;woods
1928;land;6;mountain
1929;land;1;hills
1930;land;3;desert
1931;land;1;hills
1932;land;1;hills
1933;land;6;mountain
1934;land;6;mountain
1935;land;1;hills
1936;land;6;mountain
1937;land;255;woods
1938;land;1;hills
1939;land;6;mountain
1940;land;9;marsh
1941;land;9;marsh
1942;land;255;woods
1943;land;255;woods
1944;land;255;woods
1945;land;9;marsh
1946;land;9;marsh
1947;land;9;marsh
1948;land;9;marsh
1949;land;1;hills
1950;land;1;hills
1951;land;1;hills
1952;land;1;hills
1953;land;1;hills
1954;land;6;mountain
1955;land;0;grasslands
1956;land;0;grasslands
1957;land;0;grasslands
1958;land;0;grasslands
1959;land;0;grasslands
1960;land;0;grasslands
1961;land;6;mountain
1962;land;6;mountain
1963;land;6;mountain
1964;land;6;mountain
1965;land;6;mountain
1966;land;255;woods
1967;land;255;woods
1968;land;9;marsh
1969;land;0;grasslands
1970;land;0;grasslands
1971;land;0;grasslands
1972;land;0;grasslands
1973;land;9;marsh
1974;land;6;mountain
1975;land;6;mountain
1976;land;1;hills
1977;land;1;hills
1978;land;1;hills
1979;land;1;hills
1980;land;1;hills
1981;land;12;forest
1982;land;1;hills
1983;land;1;hills
1984;land;9;marsh
1985;land;0;grasslands
1986;land;0;grasslands
1987;land;0;grasslands
1988;land;0;grasslands
1989;land;1;hills
1990;land;1;hills
1991;land;1;hills
1992;land;6;mountain
1993;land;0;grasslands
1994;land;0;grasslands
1995;land;0;grasslands
1996;land;0;grasslands
1997;land;0;grasslands
1998;land;1;hills
1999;land;1;hills
2000;land;0;grasslands
2001;land;6;mountain
2002;land;6;mountain
2003;land;255;woods
2004;land;9;marsh
2005;land;9;marsh
2006;land;12;forest
2007;land;9;marsh
2008;land;6;mountain
2009;land;6;mountain
2010;land;6;mountain
2011;land;1;hills
2012;land;1;hills
2013;land;1;hills
2014;land;1;hills
2015;land;0;grasslands
2016;land;1;hills
2017;land;1;hills
2018;land;1;hills
2019;land;255;woods
2020;land;255;woods
2021;land;6;mountain
2022;land;1;hills
2023;land;9;marsh
2024;land;9;marsh
2025;land;9;marsh
2026;land;1;hills
2027;land;6;mountain
2028;land;6;mountain
2029;land;1;hills
2030;land;1;hills
2031;land;1;hills
2032;land;255;woods
2033;land;255;woods
2034;land;255;woods
2035;land;255;woods
2036;land;255;woods
2037;land;255;woods
2038;land;255;woods
2039;land;1;hills
2040;land;6;mountain
2041;land;6;mountain
2042;land;6;mountain
2043;land;1;hills
2044;land;1;hills
2045;land;255;woods
2046;land;6;mountain
2047;land;6;mountain
2048;land;6;mountain
2049;land;0;grasslands
2050;land;0;grasslands
2051;land;255;woods
2052;land;9;marsh
2053;land;255;woods
2054;land;255;woods
2055;land;255;woods
2056;land;255;woods
2057;land;0;grasslands
2058;land;0;grasslands
2059;land;9;marsh
2060;land;6;mountain
2061;land;0;grasslands
2062;land;0;grasslands
2063;land;0;grasslands
2064;land;0;grasslands
2065;land;0;grasslands
2066;land;0;grasslands
2067;land;0;grasslands
2068;land;12;forest
2069;land;1;hills
2070;land;6;mountain
2071;land;6;mountain
2072;land;6;mountain
2073;land;9;marsh
2074;land;0;grasslands
2075;land;0;grasslands
2076;land;0;grasslands
2077;land;0;grasslands
2078;land;255;woods
2079;land;6;mountain
2080;land;6;mountain
2081;land;6;mountain
2082;land;6;mountain
2083;land;12;forest
2084;land;0;grasslands
2085;land;6;mountain
2086;land;6;mountain
2087;land;255;woods
2088;land;255;woods
2089;land;255;woods
2090;land;0;grasslands
2091;land;0;grasslands
2092;land;0;grasslands
2093;land;0;grasslands
2094;land;0;grasslands
2095;land;0;grasslands
2096;land;1;hills
2097;land;255;woods
2098;land;255;woods
2099;land;255;woods
2100;land;6;mountain
2101;land;0;grasslands
2102;land;0;grasslands
2103;land;0;grasslands
2104;land;0;grasslands
2105;land;6;mountain
2106;land;6;mountain
2107;land;6;mountain
2108;land;6;mountain
2109;land;6;mountain
2110;land;0;grasslands
2111;land;0;grasslands
2112;land;0;grasslands
2113;land;0;grasslands
2114;land;0;grasslands
2115;land;0;grasslands
2116;land;0;grasslands
2117;land;255;woods
2118;land;255;woods
2119;land;0;grasslands
2120;land;0;grasslands
2121;land;0;grasslands
2122;land;0;grasslands
2123;land;0;grasslands
2124;land;1;hills
2125;land;9;marsh
2126;land;12;forest
2127;land;255;woods
2128;land;6;mountain
2129;land;12;forest
2130;land;12;forest
2131;land;12;forest
2132;land;1;hills
2133;land;1;hills
2134;land;6;mountain
2135;land;6;mountain
2136;land;6;mountain
2137;land;0;grasslands
2138;land;3;desert
2139;land;0;grasslands
2140;land;0;grasslands
2141;land;0;grasslands
2142;land;6;mountain
2143;land;6;mountain
2144;land;6;mountain
2145;land;12;forest
2146;land;12;forest
2147;land;12;forest
2148;land;12;forest
2149;land;6;mountain
2150;land;6;mountain
2151;land;1;hills
2152;land;1;hills
2153;land;12;forest
2154;land;0;grasslands
2155;land;0;grasslands
2156;land;0;grasslands
2157;land;0;grasslands
2158;land;0;grasslands
2159;land;255;woods
2160;land;1;hills
2161;land;1;hills
2162;land;1;hills
2163;land;0;grasslands
2164;land;0;grasslands
2165;land;0;grasslands
2166;land;1;hills
2167;land;1;hills
2168;land;1;hills
2169;land;1;hills
2170;land;9;marsh
2171;land;1;hills
2172;land;1;hills
2173;land;1;hills
2174;land;6;mountain
2175;land;12;forest
2176;land;12;forest
2177;land;0;grasslands
2178;land;0;grasslands
2179;land;0;grasslands
2180;land;0;grasslands
2181;land;9;marsh
2182;land;255;woods
2183;land;6;mountain
2184;land;6;mountain
2185;land;6;mountain
2186;land;6;mountain
2187;land;0;grasslands
2188;land;0;grasslands
2189;land;0;grasslands
2190;land;0;grasslands
2191;land;0;grasslands
2192;land;0;grasslands
2193;land;10;farmlands
2194;land;1;hills
2195;land;1;hills
2196;land;6;mountain
2197;land;6;mountain
2198;land;6;mountain
2199;land;6;mountain
2200;land;0;grasslands
2201;land;12;forest
2202;land;12;forest
2203;land;255;woods
2204;land;255;woods
2205;land;9;marsh
2206;land;1;hills
2207;land;1;hills
2208;land;0;grasslands
2209;land;255;woods
2210;land;0;grasslands
2211;land;0;grasslands
2212;land;0;grasslands
2213;land;0;grasslands
2214;land;12;forest
2215;land;12;forest
2216;land;12;forest
2217;land;12;forest
2218;land;12;forest
2219;land;12;forest
2220;land;1;hills
2221;land;1;hills
2222;land;0;grasslands
2223;land;0;grasslands
2224;land;6;mountain
2225;land;255;woods
2226;land;255;woods
2227;land;1;hills
2228;land;1;hills
2229;land;0;grasslands
2230;land;0;grasslands
2231;land;0;grasslands
2232;land;0;grasslands
2233;land;0;grasslands
2234;land;0;grasslands
2235;land;0;grasslands
2236;land;0;grasslands
2237;land;1;hills
2238;land;1;hills
2239;land;6;mountain
2240;land;12;forest
2241;land;0;grasslands
2242;land;6;mountain
2243;land;6;mountain
2244;land;6;mountain
2245;land;12;forest
2246;land;9;marsh
2247;land;9;marsh
2248;land;9;marsh
2249;land;1;hills
2250;land;1;hills
2251;land;1;hills
2252;land;12;forest
2253;land;0;grasslands
2254;land;0;grasslands
2255;land;6;mountain
2256;land;1;hills
2257;land;1;hills
2258;land;6;mountain
2259;land;6;mountain
2260;land;6;mountain
2261;land;6;mountain
2262;land;6;mountain
2263;land;6;mountain
2264;land;0;grasslands
2265;land;0;grasslands
2266;land;0;grasslands
2267;land;255;woods
2268;land;1;hills
2269;land;1;hills
2270;land;1;hills
2271;land;6;mountain
2272;land;6;mountain
2273;land;0;grasslands
2274;land;0;grasslands
2275;land;0;grasslands
2276;land;1;hills
2277;land;1;hills
2278;land;1;hills
2279;land;1;hills
2280;land;1;hills
2281;land;1;hills
2282;land;6;mountain
2283;land;6;mountain
2284;land;6;mountain
2285;land;255;woods
2286;land;255;woods
2287;land;255;woods
2288;land;1;hills
2289;land;1;hills
2290;land;1;hills
2291;land;1;hills
2292;land;1;hills
2293;land;0;grasslands
2294;land;6;mountain
2295;land;0;grasslands
2296;land;0;grasslands
2297;land;1;hills
2298;land;1;hills
2299;land;1;hills
2300;land;1;hills
2301;land;0;grasslands
2302;land;6;mountain
2303;land;1;hills
2304;land;1;hills
2305;land;1;hills
2306;land;1;hills
2307;land;1;hills
2308;land;6;mountain
2309;land;12;forest
2310;land;1;hills
2311;land;9;marsh
2312;land;6;mountain
2313;land;1;hills
2314;land;1;hills
2315;land;0;grasslands
2316;land;0;grasslands
2317;land;0;grasslands
2318;land;0;grasslands
2319;land;0;grasslands
2320;land;0;grasslands
2321;land;1;hills
2322;land;1;hills
2323;land;1;hills
2324;land;1;hills
2325;land;1;hills
2326;land;255;woods
2327;land;1;hills
2328;land;1;hills
2329;land;1;hills
2330;land;1;hills
2331;land;1;hills
2332;land;1;hills
2333;land;1;hills
2334;land;1;hills
2335;land;1;hills
2336;land;1;hills
2337;land;1;hills
2338;land;1;hills
2339;land;1;hills
2340;land;1;hills
2341;land;0;grasslands
2342;land;0;grasslands
2343;land;0;grasslands
2344;land;6;mountain
2345;land;6;mountain
2346;land;6;mountain
2347;land;1;hills
2348;land;0;grasslands
2349;land;1;hills
2350;land;1;hills
2351;land;1;hills
2352;land;1;hills
2353;land;1;hills
2354;land;1;hills
2355;land;1;hills
2356;land;1;hills
2357;land;1;hills
2358;land;6;mountain
2359;land;6;mountain
2360;land;1;hills
2361;land;1;hills
2362;land;0;grasslands
2363;land;6;mountain
2364;land;9;marsh
2365;land;0;grasslands
2366;land;0;grasslands
2367;land;0;grasslands
2368;land;0;grasslands
2369;land;6;mountain
2370;land;6;mountain
2371;land;12;forest
2372;land;1;hills
2373;land;1;hills
2374;land;6;mountain
2375;land;12;forest
2376;land;12;forest
2377;land;6;mountain
2378;land;6;mountain
2379;land;255;woods
2380;land;255;woods
2381;land;255;woods
2382;land;6;mountain
2383;land;6;mountain
2384;land;6;mountain
2385;land;6;mountain
2386;land;6;mountain
2387;land;12;forest
2388;land;1;hills
2389;land;6;mountain
2390;land;0;grasslands
2391;land;0;grasslands
2392;land;0;grasslands
2393;land;0;grasslands
2394;land;6;mountain
2395;land;12;forest
2396;land;12;forest
2397;land;6;mountain
2398;land;1;hills
2399;land;6;mountain
2400;land;6;mountain
2401;land;0;grasslands
2402;land;0;grasslands
2403;land;0;grasslands
2404;land;0;grasslands
2405;land;0;grasslands
2406;land;0;grasslands
2407;land;6;mountain
2408;land;0;grasslands
2409;land;0;grasslands
2410;land;0;grasslands
2411;land;0;grasslands
2412;land;0;grasslands
2413;land;0;grasslands
2414;land;255;woods
2415;land;255;woods
2416;land;255;woods
2417;land;0;grasslands
2418;land;0;grasslands
2419;land;0;grasslands
2420;land;9;marsh
2421;land;1;hills
2422;land;1;hills
2423;land;1;hills
2424;land;0;grasslands
2425;land;1;hills
2426;land;3;desert
2427;land;3;desert
2428;land;9;marsh
2429;land;9;marsh
2430;land;9;marsh
2431;land;9;marsh
2432;land;0;grasslands
2433;land;6;mountain
2434;land;6;mountain
2435;land;255;woods
2436;land;255;woods
2437;land;255;woods
2438;land;6;mountain
2439;land;10;farmlands
2440;land;10;farmlands
2441;land;10;farmlands
2442;land;10;farmlands
2443;land;0;grasslands
2444;land;0;grasslands
2445;land;0;grasslands
2446;land;1;hills
2447;land;255;woods
2448;land;255;woods
2449;land;255;woods
2450;land;12;forest
2451;land;0;grasslands
2452;land;1;hills
2453;land;1;hills
2454;land;1;hills
2455;land;1;hills
2456;land;1;hills
2457;land;6;mountain
2458;land;0;grasslands
2459;land;1;hills
2460;land;1;hills
2461;land;1;hills
2462;land;1;hills
2463;land;1;hills
2464;land;6;mountain
2465;land;12;forest
2466;land;12;forest
2467;land;12;forest
2468;land;12;forest
2469;land;1;hills
2470;land;0;grasslands
2471;land;0;grasslands
2472;land;0;grasslands
2473;land;0;grasslands
2474;land;0;grasslands
2475;land;0;grasslands
2476;land;0;grasslands
2477;land;0;grasslands
2478;land;0;grasslands
2479;land;1;hills
2480;land;1;hills
2481;land;1;hills
2482;land;1;hills
2483;land;6;mountain
2484;land;1;hills
2485;land;0;grasslands
2486;land;0;grasslands
2487;land;0;grasslands
2488;land;0;grasslands
2489;land;0;grasslands
2490;land;0;grasslands
2491;land;1;hills
2492;land;1;hills
2493;land;1;hills
2494;land;255;woods
2495;land;1;hills
2496;land;1;hills
2497;land;1;hills
2498;land;1;hills
2499;land;1;hills
2500;land;1;hills
2501;land;1;hills
2502;land;1;hills
2503;land;255;woods
2504;land;1;hills
2505;land;255;woods
2506;land;255;woods
2507;land;1;hills
2508;land;1;hills
2509;land;12;forest
2510;land;12;forest
2511;land;12;forest
2512;land;12;forest
2513;land;12;forest
2514;land;12;forest
2515;land;12;forest
2516;land;12;forest
2517;land;12;forest
2518;land;12;forest
2519;land;3;desert
2520;land;3;desert
2521;land;255;woods
2522;land;12;forest
2523;land;12;forest
2524;land;12;forest
2525;land;0;grasslands
2526;land;0;grasslands
2527;land;0;grasslands
2528;land;20;savannah
2529;land;6;mountain
2530;land;0;grasslands
2531;land;0;grasslands
2532;land;1;hills
2533;land;255;woods
2534;land;6;mountain
2535;land;6;mountain
2536;land;6;mountain
2537;land;1;hills
2538;land;1;hills
2539;land;1;hills
2540;land;1;hills
2541;land;1;hills
2542;land;1;hills
2543;land;0;grasslands
2544;land;0;grasslands
2545;land;12;forest
2546;land;12;forest
2547;land;12;forest
2548;land;12;forest
2549;land;12;forest
2550;land;0;grasslands
2551;land;0;grasslands
2552;land;12;forest
2553;land;12;forest
2554;land;12;forest
2555;land;12;forest
2556;land;12;forest
2557;land;1;hills
2558;land;9;marsh
2559;land;9;marsh
2560;land;0;grasslands
2561;land;0;grasslands
2562;land;0;grasslands
2563;land;0;grasslands
2564;land;0;grasslands
2565;land;1;hills
2566;land;1;hills
2567;land;1;hills
2568;land;1;hills
2569;land;9;marsh
2570;land;6;mountain
2571;land;1;hills
2572;land;0;grasslands
2573;land;0;grasslands
2574;land;1;hills
2575;land;6;mountain
2576;land;0;grasslands
2577;land;0;grasslands
2578;land;0;grasslands
2579;land;0;grasslands
2580;land;0;grasslands
2581;land;0;grasslands
2582;land;0;grasslands
2583;land;0;grasslands
2584;land;0;grasslands
2585;land;0;grasslands
2586;land;1;hills
2587;land;1;hills
2588;land;1;hills
2589;land;255;woods
2590;land;0;grasslands
2591;land;10;farmlands
2592;land;12;forest
2593;land;12;forest
2594;land;12;forest
2595;land;20;savannah
2596;land;20;savannah
2597;land;20;savannah
2598;land;20;savannah
2599;land;20;savannah
2600;land;20;savannah
2601;land;20;savannah
2602;land;1;hills
2603;land;1;hills
2604;land;1;hills
2605;land;1;hills
2606;land;1;hills
2607;land;6;mountain
2608;land;0;grasslands
2609;land;0;grasslands
2610;land;0;grasslands
2611;land;0;grasslands
2612;land;0;grasslands
2613;land;0;grasslands
2614;land;0;grasslands
2615;land;0;grasslands
2616;land;0;grasslands
2617;land;6;mountain
2618;land;0;grasslands
2619;land;0;grasslands
2620;land;0;grasslands
2621;land;0;grasslands
2622;land;0;grasslands
2623;land;1;hills
2624;land;9;marsh
2625;land;9;marsh
2626;land;1;hills
2627;land;12;forest
2628;land;12;forest
2629;land;12;forest
2630;land;12;forest
2631;land;12;forest
2632;land;12;forest
2633;land;12;forest
2634;land;255;woods
2635;land;255;woods
2636;land;6;mountain
2637;land;0;grasslands
2638;land;0;grasslands
2639;land;0;grasslands
2640;land;0;grasslands
2641;land;12;forest
2642;land;255;woods
2643;land;0;grasslands
2644;land;255;woods
2645;land;255;woods
2646;land;255;woods
2647;land;6;mountain
2648;land;1;hills
2649;land;1;hills
2650;land;1;hills
2651;land;0;grasslands
2652;land;1;hills
2653;land;12;forest
2654;land;12;forest
2655;land;12;forest
2656;land;12;forest
2657;land;12;forest
2658;land;12;forest
2659;land;12;forest
2660;land;12;forest
2661;land;6;mountain
2662;land;6;mountain
2663;land;6;mountain
2664;land;3;desert
2665;land;3;desert
2666;land;20;savannah
